"","thetaS_last_obs_p_mean","thetaI_last_obs_p_mean","thetaR_last_obs_p_mean","thetaS_last_obs_p_ci_low","thetaS_last_obs_p_ci_med","thetaS_last_obs_p_ci_up","thetaI_last_obs_p_ci_low","thetaI_last_obs_p_ci_med","thetaI_last_obs_p_ci_up","thetaR_last_obs_p_ci_low","thetaR_last_obs_p_ci_med","thetaR_last_obs_p_ci_up","R0_p_mean","R0_p_ci_low","R0_p_ci_med","R0_p_ci_up","gamma_p_mean","gamma_p_ci_low","gamma_p_ci_med","gamma_p_ci_up","beta_p_mean","beta_p_ci_low","beta_p_ci_med","beta_p_ci_up","incidence_mean","incidence_ci_low","incidence_ci_median","incidence_ci_up","thetaI_tp1_mean","thetaI_tp1_ci_low","thetaI_tp1_ci_med","thetaI_tp1_ci_up","thetaR_tp1_mean","thetaR_tp1_ci_low","thetaR_tp1_ci_med","thetaR_tp1_ci_up","Y_tp1_mean","Y_tp1_ci_low","Y_tp1_ci_med","Y_tp1_ci_up","R_tp1_mean","R_tp1_ci_low","R_tp1_ci_med","R_tp1_ci_up","thetaI_tp2_mean","thetaI_tp2_ci_low","thetaI_tp2_ci_med","thetaI_tp2_ci_up","thetaR_tp2_mean","thetaR_tp2_ci_low","thetaR_tp2_ci_med","thetaR_tp2_ci_up","Y_tp2_mean","Y_tp2_ci_low","Y_tp2_ci_med","Y_tp2_ci_up","R_tp2_mean","R_tp2_ci_low","R_tp2_ci_med","R_tp2_ci_up","thetaR_max_mean","thetaR_max_ci_low","thetaR_max_ci_med","thetaR_max_ci_up","cumInf_mean","cumInf_ci_low","cumInf_ci_med","cumInf_ci_up","dthetaI_tp1_date","first_tp_mean","first_tp_ci_low","first_tp_ci_med","first_tp_ci_up","dthetaI_tp2_date","second_tp_mean","second_tp_ci_low","second_tp_ci_med","second_tp_ci_up","end_p_mean","end_p_ci_low","end_p_ci_med","end_p_ci_up","begin_str"
"1",0.998183754850043,0.00127790311981899,0.000538342030137737,0.997995350210062,0.99818431032362,0.998364842735154,0.00112593397954976,0.00127872869821471,0.00142587703723252,0.00043608720803773,0.000534946664357454,0.000658434025041989,8.93607533179729,5.42341073081027,8.82690548596009,12.8538552114138,0.0441629598301351,0.029816252448779,0.0441657588973463,0.0596466885226444,0.391291384391516,0.21124560291653,0.393829659984358,0.561900329985663,0.00740030523388772,0.00164981342820584,0.00574674757194518,0.0237088114359237,0.000710855012896397,0.000621321646837445,0.000710567190865879,0.000798150346857152,0.000180968986587168,0.00013182627739721,0.000179891374855642,0.000237073941970823,NA,NA,NA,NA,0.00392583402834889,0.000687981772282577,0.0031995463756029,0.0114660134045849,0.00127144134086776,0.00105897278549929,0.00127092362958475,0.00148336010668773,0.000596383082553337,0.000454048970987009,0.0005944539978682,0.000758710641971296,0.00127114457916305,0.000976958721617728,0.00126304897536061,0.00159057214658434,0.000594436253112945,0.000370382251657601,0.000586225904003023,0.000867811558536392,0.00700828705964054,0.00142358551656425,0.00596891471768614,0.0194354287216423,0.00812569941073073,0.00147729435789014,0.00650908360852768,0.0251373395529259,"03/21/20","03/24/20","03/18/20","03/24/20","03/31/20","04/02/20","03/31/20","03/21/20","03/31/20","04/02/20","08/13/20","07/03/20","08/17/20","08/17/20","01/31/2020"
