"date","country","confirmed","death","recovered","population","active"
2020-01-22,"China",548,17,28,1392730000,503
2020-01-22,"Japan",2,0,0,126529100,2
2020-01-22,"South Korea",1,0,0,51635256,1
2020-01-22,"Taiwan",1,0,0,-Inf,1
2020-01-22,"Thailand",2,0,0,69428524,2
2020-01-22,"US",1,0,0,327167434,1
2020-01-23,"Australia",0,0,0,24992369,0
2020-01-23,"Brazil",0,0,0,209469333,0
2020-01-23,"China",643,18,30,1392730000,595
2020-01-23,"Colombia",0,0,0,49648685,0
2020-01-23,"Japan",1,0,0,126529100,1
2020-01-23,"Malaysia",0,0,0,31528585,0
2020-01-23,"Mexico",0,0,0,126190788,0
2020-01-23,"Philippines",0,0,0,106651922,0
2020-01-23,"Singapore",1,0,0,5638676,1
2020-01-23,"South Korea",1,0,0,51635256,1
2020-01-23,"Taiwan",1,0,0,-Inf,1
2020-01-23,"Thailand",3,0,0,69428524,3
2020-01-23,"US",1,0,0,327167434,1
2020-01-23,"Vietnam",2,0,0,95540395,2
2020-01-24,"China",920,26,36,1392730000,858
2020-01-24,"France",2,0,0,66987244,2
2020-01-24,"Japan",2,0,0,126529100,2
2020-01-24,"Singapore",3,0,0,5638676,3
2020-01-24,"South Korea",2,0,0,51635256,2
2020-01-24,"Taiwan",3,0,0,-Inf,3
2020-01-24,"Thailand",5,0,0,69428524,5
2020-01-24,"US",2,0,0,327167434,2
2020-01-24,"Vietnam",2,0,0,95540395,2
2020-01-25,"Australia",4,0,0,24992369,4
2020-01-25,"China",1406,42,39,1392730000,1325
2020-01-25,"France",3,0,0,66987244,3
2020-01-25,"Japan",2,0,0,126529100,2
2020-01-25,"Malaysia",3,0,0,31528585,3
2020-01-25,"Nepal",1,0,0,28087871,1
2020-01-25,"Singapore",3,0,0,5638676,3
2020-01-25,"South Korea",2,0,0,51635256,2
2020-01-25,"Taiwan",3,0,0,-Inf,3
2020-01-25,"Thailand",7,0,0,69428524,7
2020-01-25,"US",2,0,0,327167434,2
2020-01-25,"Vietnam",2,0,0,95540395,2
2020-01-26,"Australia",4,0,0,24992369,4
2020-01-26,"Canada",1,0,0,37058856,1
2020-01-26,"China",2075,56,49,1392730000,1970
2020-01-26,"France",3,0,0,66987244,3
2020-01-26,"Japan",4,0,1,126529100,3
2020-01-26,"Malaysia",4,0,0,31528585,4
2020-01-26,"Nepal",1,0,0,28087871,1
2020-01-26,"Singapore",4,0,0,5638676,4
2020-01-26,"South Korea",3,0,0,51635256,3
2020-01-26,"Taiwan",4,0,0,-Inf,4
2020-01-26,"Thailand",8,0,2,69428524,6
2020-01-26,"US",5,0,0,327167434,5
2020-01-26,"Vietnam",2,0,0,95540395,2
2020-01-27,"Australia",5,0,0,24992369,5
2020-01-27,"Cambodia",1,0,0,16249798,1
2020-01-27,"Canada",1,0,0,37058856,1
2020-01-27,"China",2877,82,58,1392730000,2737
2020-01-27,"France",3,0,0,66987244,3
2020-01-27,"Ivory Coast",1,0,0,25069229,1
2020-01-27,"Japan",4,0,1,126529100,3
2020-01-27,"Malaysia",4,0,0,31528585,4
2020-01-27,"Nepal",1,0,0,28087871,1
2020-01-27,"Singapore",5,0,0,5638676,5
2020-01-27,"South Korea",4,0,0,51635256,4
2020-01-27,"Sri Lanka",1,0,0,21670000,1
2020-01-27,"Taiwan",5,0,0,-Inf,5
2020-01-27,"Thailand",8,0,2,69428524,6
2020-01-27,"US",5,0,0,327167434,5
2020-01-27,"Vietnam",2,0,0,95540395,2
2020-01-28,"Australia",5,0,0,24992369,5
2020-01-28,"Cambodia",1,0,0,16249798,1
2020-01-28,"Canada",2,0,0,37058856,2
2020-01-28,"China",5509,131,101,1392730000,5277
2020-01-28,"France",4,0,0,66987244,4
2020-01-28,"Germany",4,0,0,82927922,4
2020-01-28,"Japan",7,0,1,126529100,6
2020-01-28,"Malaysia",4,0,0,31528585,4
2020-01-28,"Nepal",1,0,0,28087871,1
2020-01-28,"Singapore",7,0,0,5638676,7
2020-01-28,"South Korea",4,0,0,51635256,4
2020-01-28,"Sri Lanka",1,0,0,21670000,1
2020-01-28,"Taiwan",8,0,0,-Inf,8
2020-01-28,"Thailand",14,0,5,69428524,9
2020-01-28,"US",5,0,0,327167434,5
2020-01-28,"Vietnam",2,0,0,95540395,2
2020-01-29,"Australia",5,0,0,24992369,5
2020-01-29,"Cambodia",1,0,0,16249798,1
2020-01-29,"Canada",2,0,0,37058856,2
2020-01-29,"China",6087,133,120,1392730000,5834
2020-01-29,"Finland",1,0,0,5518050,1
2020-01-29,"France",5,0,0,66987244,5
2020-01-29,"Germany",4,0,0,82927922,4
2020-01-29,"Japan",7,0,1,126529100,6
2020-01-29,"Malaysia",7,0,0,31528585,7
2020-01-29,"Nepal",1,0,0,28087871,1
2020-01-29,"Singapore",7,0,0,5638676,7
2020-01-29,"South Korea",4,0,0,51635256,4
2020-01-29,"Sri Lanka",1,0,0,21670000,1
2020-01-29,"Taiwan",8,0,0,-Inf,8
2020-01-29,"Thailand",14,0,5,69428524,9
2020-01-29,"United Arab Emirates",4,0,0,9630959,4
2020-01-29,"US",5,0,0,327167434,5
2020-01-29,"Vietnam",2,0,0,95540395,2
2020-01-30,"Australia",9,0,2,24992369,7
2020-01-30,"Cambodia",1,0,0,16249798,1
2020-01-30,"Canada",3,0,0,37058856,3
2020-01-30,"China",8141,171,135,1392730000,7835
2020-01-30,"Finland",1,0,0,5518050,1
2020-01-30,"France",5,0,0,66987244,5
2020-01-30,"Germany",4,0,0,82927922,4
2020-01-30,"India",1,0,0,1352617328,1
2020-01-30,"Japan",11,0,1,126529100,10
2020-01-30,"Malaysia",8,0,0,31528585,8
2020-01-30,"Nepal",1,0,0,28087871,1
2020-01-30,"Philippines",1,0,0,106651922,1
2020-01-30,"Singapore",10,0,0,5638676,10
2020-01-30,"South Korea",4,0,0,51635256,4
2020-01-30,"Sri Lanka",1,0,0,21670000,1
2020-01-30,"Taiwan",9,0,0,-Inf,9
2020-01-30,"Thailand",14,0,5,69428524,9
2020-01-30,"United Arab Emirates",4,0,0,9630959,4
2020-01-30,"US",5,0,0,327167434,5
2020-01-30,"Vietnam",2,0,0,95540395,2
2020-01-31,"Australia",9,0,2,24992369,7
2020-01-31,"Cambodia",1,0,0,16249798,1
2020-01-31,"Canada",3,0,0,37058856,3
2020-01-31,"China",9802,213,214,1392730000,9375
2020-01-31,"Finland",1,0,0,5518050,1
2020-01-31,"France",5,0,0,66987244,5
2020-01-31,"Germany",5,0,0,82927922,5
2020-01-31,"India",1,0,0,1352617328,1
2020-01-31,"Italy",2,0,0,60483973,2
2020-01-31,"Japan",15,0,1,126529100,14
2020-01-31,"Malaysia",8,0,0,31528585,8
2020-01-31,"Nepal",1,0,0,28087871,1
2020-01-31,"Philippines",1,0,0,106651922,1
2020-01-31,"Russia",2,0,0,144478050,2
2020-01-31,"Singapore",13,0,0,5638676,13
2020-01-31,"South Korea",11,0,0,51635256,11
2020-01-31,"Sri Lanka",1,0,0,21670000,1
2020-01-31,"Sweden",1,0,0,10183175,1
2020-01-31,"Taiwan",10,0,0,-Inf,10
2020-01-31,"Thailand",19,0,5,69428524,14
2020-01-31,"UK",2,0,0,66488991,2
2020-01-31,"United Arab Emirates",4,0,0,9630959,4
2020-01-31,"US",6,0,0,327167434,6
2020-01-31,"Vietnam",2,0,0,95540395,2
2020-02-01,"Australia",12,0,2,24992369,10
2020-02-01,"Cambodia",1,0,0,16249798,1
2020-02-01,"Canada",4,0,0,37058856,4
2020-02-01,"China",11891,259,275,1392730000,11357
2020-02-01,"Finland",1,0,0,5518050,1
2020-02-01,"France",6,0,0,66987244,6
2020-02-01,"Germany",8,0,0,82927922,8
2020-02-01,"India",1,0,0,1352617328,1
2020-02-01,"Italy",2,0,0,60483973,2
2020-02-01,"Japan",20,0,1,126529100,19
2020-02-01,"Malaysia",8,0,0,31528585,8
2020-02-01,"Nepal",1,0,0,28087871,1
2020-02-01,"Philippines",1,0,0,106651922,1
2020-02-01,"Russia",2,0,0,144478050,2
2020-02-01,"Singapore",16,0,0,5638676,16
2020-02-01,"South Korea",12,0,0,51635256,12
2020-02-01,"Spain",1,0,0,46723749,1
2020-02-01,"Sri Lanka",1,0,0,21670000,1
2020-02-01,"Sweden",1,0,0,10183175,1
2020-02-01,"Taiwan",10,0,0,-Inf,10
2020-02-01,"Thailand",19,0,5,69428524,14
2020-02-01,"UK",2,0,0,66488991,2
2020-02-01,"United Arab Emirates",4,0,0,9630959,4
2020-02-01,"US",8,0,0,327167434,8
2020-02-01,"Vietnam",6,0,1,95540395,5
2020-02-02,"Australia",12,0,2,24992369,10
2020-02-02,"Cambodia",1,0,0,16249798,1
2020-02-02,"Canada",4,0,0,37058856,4
2020-02-02,"China",16630,361,463,1392730000,15806
2020-02-02,"Finland",1,0,0,5518050,1
2020-02-02,"France",6,0,0,66987244,6
2020-02-02,"Germany",10,0,0,82927922,10
2020-02-02,"India",2,0,0,1352617328,2
2020-02-02,"Italy",2,0,0,60483973,2
2020-02-02,"Japan",20,0,1,126529100,19
2020-02-02,"Malaysia",8,0,0,31528585,8
2020-02-02,"Nepal",1,0,0,28087871,1
2020-02-02,"Philippines",2,1,0,106651922,1
2020-02-02,"Russia",2,0,0,144478050,2
2020-02-02,"Singapore",18,0,0,5638676,18
2020-02-02,"South Korea",15,0,0,51635256,15
2020-02-02,"Spain",1,0,0,46723749,1
2020-02-02,"Sri Lanka",1,0,0,21670000,1
2020-02-02,"Sweden",1,0,0,10183175,1
2020-02-02,"Taiwan",10,0,0,-Inf,10
2020-02-02,"Thailand",19,0,5,69428524,14
2020-02-02,"UK",2,0,0,66488991,2
2020-02-02,"United Arab Emirates",5,0,0,9630959,5
2020-02-02,"US",8,0,0,327167434,8
2020-02-02,"Vietnam",6,0,1,95540395,5
2020-02-03,"Australia",12,0,2,24992369,10
2020-02-03,"Cambodia",1,0,0,16249798,1
2020-02-03,"Canada",4,0,0,37058856,4
2020-02-03,"China",19716,425,614,1392730000,18677
2020-02-03,"Finland",1,0,0,5518050,1
2020-02-03,"France",6,0,0,66987244,6
2020-02-03,"Germany",12,0,0,82927922,12
2020-02-03,"India",3,0,0,1352617328,3
2020-02-03,"Italy",2,0,0,60483973,2
2020-02-03,"Japan",20,0,1,126529100,19
2020-02-03,"Malaysia",8,0,0,31528585,8
2020-02-03,"Nepal",1,0,0,28087871,1
2020-02-03,"Philippines",2,1,0,106651922,1
2020-02-03,"Russia",2,0,0,144478050,2
2020-02-03,"Singapore",18,0,0,5638676,18
2020-02-03,"South Korea",15,0,0,51635256,15
2020-02-03,"Spain",1,0,0,46723749,1
2020-02-03,"Sri Lanka",1,0,0,21670000,1
2020-02-03,"Sweden",1,0,0,10183175,1
2020-02-03,"Taiwan",10,0,0,-Inf,10
2020-02-03,"Thailand",19,0,5,69428524,14
2020-02-03,"UK",2,0,0,66488991,2
2020-02-03,"United Arab Emirates",5,0,0,9630959,5
2020-02-03,"US",11,0,0,327167434,11
2020-02-03,"Vietnam",8,0,1,95540395,7
2020-02-04,"Australia",13,0,2,24992369,11
2020-02-04,"Belgium",1,0,0,11422068,1
2020-02-04,"Cambodia",1,0,0,16249798,1
2020-02-04,"Canada",4,0,0,37058856,4
2020-02-04,"China",23707,491,843,1392730000,22373
2020-02-04,"Finland",1,0,0,5518050,1
2020-02-04,"France",6,0,0,66987244,6
2020-02-04,"Germany",12,0,0,82927922,12
2020-02-04,"India",3,0,0,1352617328,3
2020-02-04,"Italy",2,0,0,60483973,2
2020-02-04,"Japan",22,0,1,126529100,21
2020-02-04,"Malaysia",10,0,0,31528585,10
2020-02-04,"Nepal",1,0,0,28087871,1
2020-02-04,"Philippines",2,1,0,106651922,1
2020-02-04,"Russia",2,0,0,144478050,2
2020-02-04,"Singapore",24,0,0,5638676,24
2020-02-04,"South Korea",16,0,0,51635256,16
2020-02-04,"Spain",1,0,0,46723749,1
2020-02-04,"Sri Lanka",1,0,0,21670000,1
2020-02-04,"Sweden",1,0,0,10183175,1
2020-02-04,"Taiwan",11,0,0,-Inf,11
2020-02-04,"Thailand",25,0,5,69428524,20
2020-02-04,"UK",2,0,0,66488991,2
2020-02-04,"United Arab Emirates",5,0,0,9630959,5
2020-02-04,"US",11,0,0,327167434,11
2020-02-04,"Vietnam",8,0,1,95540395,7
2020-02-05,"Australia",13,0,2,24992369,11
2020-02-05,"Belgium",1,0,0,11422068,1
2020-02-05,"Cambodia",1,0,0,16249798,1
2020-02-05,"Canada",5,0,0,37058856,5
2020-02-05,"China",27440,563,1115,1392730000,25762
2020-02-05,"Finland",1,0,0,5518050,1
2020-02-05,"France",6,0,0,66987244,6
2020-02-05,"Germany",12,0,0,82927922,12
2020-02-05,"India",3,0,0,1352617328,3
2020-02-05,"Italy",2,0,0,60483973,2
2020-02-05,"Japan",22,0,1,126529100,21
2020-02-05,"Malaysia",12,0,0,31528585,12
2020-02-05,"Nepal",1,0,0,28087871,1
2020-02-05,"Philippines",2,1,0,106651922,1
2020-02-05,"Russia",2,0,0,144478050,2
2020-02-05,"Singapore",28,0,0,5638676,28
2020-02-05,"South Korea",19,0,0,51635256,19
2020-02-05,"Spain",1,0,0,46723749,1
2020-02-05,"Sri Lanka",1,0,0,21670000,1
2020-02-05,"Sweden",1,0,0,10183175,1
2020-02-05,"Taiwan",11,0,0,-Inf,11
2020-02-05,"Thailand",25,0,5,69428524,20
2020-02-05,"UK",2,0,0,66488991,2
2020-02-05,"United Arab Emirates",5,0,0,9630959,5
2020-02-05,"US",12,0,0,327167434,12
2020-02-05,"Vietnam",8,0,1,95540395,7
2020-02-06,"Australia",14,0,2,24992369,12
2020-02-06,"Belgium",1,0,0,11422068,1
2020-02-06,"Cambodia",1,0,0,16249798,1
2020-02-06,"Canada",5,0,0,37058856,5
2020-02-06,"China",30587,633,1477,1392730000,28477
2020-02-06,"Finland",1,0,0,5518050,1
2020-02-06,"France",6,0,0,66987244,6
2020-02-06,"Germany",12,0,0,82927922,12
2020-02-06,"India",3,0,0,1352617328,3
2020-02-06,"Italy",2,0,0,60483973,2
2020-02-06,"Japan",45,0,1,126529100,44
2020-02-06,"Malaysia",12,0,0,31528585,12
2020-02-06,"Nepal",1,0,0,28087871,1
2020-02-06,"Philippines",2,1,0,106651922,1
2020-02-06,"Russia",2,0,0,144478050,2
2020-02-06,"Singapore",28,0,0,5638676,28
2020-02-06,"South Korea",23,0,0,51635256,23
2020-02-06,"Spain",1,0,0,46723749,1
2020-02-06,"Sri Lanka",1,0,0,21670000,1
2020-02-06,"Sweden",1,0,0,10183175,1
2020-02-06,"Taiwan",16,0,1,-Inf,15
2020-02-06,"Thailand",25,0,5,69428524,20
2020-02-06,"UK",2,0,0,66488991,2
2020-02-06,"United Arab Emirates",5,0,0,9630959,5
2020-02-06,"US",12,0,0,327167434,12
2020-02-06,"Vietnam",10,0,1,95540395,9
2020-02-07,"Australia",15,0,2,24992369,13
2020-02-07,"Belgium",1,0,0,11422068,1
2020-02-07,"Cambodia",1,0,0,16249798,1
2020-02-07,"Canada",7,0,0,37058856,7
2020-02-07,"China",34110,718,1999,1392730000,31393
2020-02-07,"Finland",1,0,0,5518050,1
2020-02-07,"France",6,0,0,66987244,6
2020-02-07,"Germany",13,0,0,82927922,13
2020-02-07,"India",3,0,0,1352617328,3
2020-02-07,"Italy",3,0,0,60483973,3
2020-02-07,"Japan",25,0,1,126529100,24
2020-02-07,"Malaysia",12,0,1,31528585,11
2020-02-07,"Nepal",1,0,0,28087871,1
2020-02-07,"Others",61,0,0,-Inf,61
2020-02-07,"Philippines",3,1,0,106651922,2
2020-02-07,"Russia",2,0,0,144478050,2
2020-02-07,"Singapore",30,0,0,5638676,30
2020-02-07,"South Korea",24,0,1,51635256,23
2020-02-07,"Spain",1,0,0,46723749,1
2020-02-07,"Sri Lanka",1,0,0,21670000,1
2020-02-07,"Sweden",1,0,0,10183175,1
2020-02-07,"Taiwan",16,0,1,-Inf,15
2020-02-07,"Thailand",25,0,5,69428524,20
2020-02-07,"UK",3,0,0,66488991,3
2020-02-07,"United Arab Emirates",5,0,0,9630959,5
2020-02-07,"US",12,0,0,327167434,12
2020-02-07,"Vietnam",10,0,1,95540395,9
2020-02-08,"Australia",15,0,2,24992369,13
2020-02-08,"Belgium",1,0,0,11422068,1
2020-02-08,"Cambodia",1,0,0,16249798,1
2020-02-08,"Canada",7,0,0,37058856,7
2020-02-08,"China",36814,805,2596,1392730000,33413
2020-02-08,"Finland",1,0,0,5518050,1
2020-02-08,"France",11,0,0,66987244,11
2020-02-08,"Germany",13,0,0,82927922,13
2020-02-08,"India",3,0,0,1352617328,3
2020-02-08,"Italy",3,0,0,60483973,3
2020-02-08,"Japan",25,0,1,126529100,24
2020-02-08,"Malaysia",16,0,1,31528585,15
2020-02-08,"Nepal",1,0,0,28087871,1
2020-02-08,"Others",61,0,0,-Inf,61
2020-02-08,"Philippines",3,1,0,106651922,2
2020-02-08,"Russia",2,0,0,144478050,2
2020-02-08,"Singapore",33,0,2,5638676,31
2020-02-08,"South Korea",24,0,1,51635256,23
2020-02-08,"Spain",1,0,0,46723749,1
2020-02-08,"Sri Lanka",1,0,1,21670000,0
2020-02-08,"Sweden",1,0,0,10183175,1
2020-02-08,"Taiwan",17,0,1,-Inf,16
2020-02-08,"Thailand",32,0,10,69428524,22
2020-02-08,"UK",3,0,0,66488991,3
2020-02-08,"United Arab Emirates",7,0,0,9630959,7
2020-02-08,"US",12,0,0,327167434,12
2020-02-08,"Vietnam",13,0,1,95540395,12
2020-02-09,"Australia",15,0,2,24992369,13
2020-02-09,"Belgium",1,0,0,11422068,1
2020-02-09,"Cambodia",1,0,0,16249798,1
2020-02-09,"Canada",7,0,0,37058856,7
2020-02-09,"China",39829,905,3219,1392730000,35705
2020-02-09,"Finland",1,0,0,5518050,1
2020-02-09,"France",11,0,0,66987244,11
2020-02-09,"Germany",14,0,0,82927922,14
2020-02-09,"India",3,0,0,1352617328,3
2020-02-09,"Italy",3,0,0,60483973,3
2020-02-09,"Japan",26,0,1,126529100,25
2020-02-09,"Malaysia",16,0,1,31528585,15
2020-02-09,"Nepal",1,0,0,28087871,1
2020-02-09,"Others",64,0,0,-Inf,64
2020-02-09,"Philippines",3,1,0,106651922,2
2020-02-09,"Russia",2,0,0,144478050,2
2020-02-09,"Singapore",40,0,2,5638676,38
2020-02-09,"South Korea",25,0,3,51635256,22
2020-02-09,"Spain",2,0,0,46723749,2
2020-02-09,"Sri Lanka",1,0,1,21670000,0
2020-02-09,"Sweden",1,0,0,10183175,1
2020-02-09,"Taiwan",18,0,1,-Inf,17
2020-02-09,"Thailand",32,0,10,69428524,22
2020-02-09,"UK",3,0,0,66488991,3
2020-02-09,"United Arab Emirates",7,0,0,9630959,7
2020-02-09,"US",12,0,3,327167434,9
2020-02-09,"Vietnam",13,0,1,95540395,12
2020-02-10,"Australia",15,0,2,24992369,13
2020-02-10,"Belgium",1,0,0,11422068,1
2020-02-10,"Cambodia",1,0,0,16249798,1
2020-02-10,"Canada",7,0,0,37058856,7
2020-02-10,"China",42354,1012,3918,1392730000,37424
2020-02-10,"Finland",1,0,0,5518050,1
2020-02-10,"France",11,0,0,66987244,11
2020-02-10,"Germany",14,0,0,82927922,14
2020-02-10,"India",3,0,0,1352617328,3
2020-02-10,"Italy",3,0,0,60483973,3
2020-02-10,"Japan",26,0,4,126529100,22
2020-02-10,"Malaysia",18,0,1,31528585,17
2020-02-10,"Nepal",1,0,0,28087871,1
2020-02-10,"Others",135,0,0,-Inf,135
2020-02-10,"Philippines",3,1,0,106651922,2
2020-02-10,"Russia",2,0,0,144478050,2
2020-02-10,"Singapore",45,0,2,5638676,43
2020-02-10,"South Korea",27,0,3,51635256,24
2020-02-10,"Spain",2,0,0,46723749,2
2020-02-10,"Sri Lanka",1,0,1,21670000,0
2020-02-10,"Sweden",1,0,0,10183175,1
2020-02-10,"Taiwan",18,0,1,-Inf,17
2020-02-10,"Thailand",32,0,10,69428524,22
2020-02-10,"UK",8,0,0,66488991,8
2020-02-10,"United Arab Emirates",8,0,0,9630959,8
2020-02-10,"US",12,0,3,327167434,9
2020-02-10,"Vietnam",14,0,1,95540395,13
2020-02-11,"Australia",15,0,2,24992369,13
2020-02-11,"Belgium",1,0,0,11422068,1
2020-02-11,"Cambodia",1,0,0,16249798,1
2020-02-11,"Canada",7,0,0,37058856,7
2020-02-11,"China",44386,1112,4636,1392730000,38638
2020-02-11,"Finland",1,0,0,5518050,1
2020-02-11,"France",11,0,0,66987244,11
2020-02-11,"Germany",16,0,0,82927922,16
2020-02-11,"India",3,0,0,1352617328,3
2020-02-11,"Italy",3,0,0,60483973,3
2020-02-11,"Japan",26,0,9,126529100,17
2020-02-11,"Malaysia",18,0,3,31528585,15
2020-02-11,"Nepal",1,0,0,28087871,1
2020-02-11,"Others",135,0,0,-Inf,135
2020-02-11,"Philippines",3,1,0,106651922,2
2020-02-11,"Russia",2,0,0,144478050,2
2020-02-11,"Singapore",47,0,9,5638676,38
2020-02-11,"South Korea",28,0,3,51635256,25
2020-02-11,"Spain",2,0,0,46723749,2
2020-02-11,"Sri Lanka",1,0,1,21670000,0
2020-02-11,"Sweden",1,0,0,10183175,1
2020-02-11,"Taiwan",18,0,1,-Inf,17
2020-02-11,"Thailand",33,0,10,69428524,23
2020-02-11,"UK",8,0,0,66488991,8
2020-02-11,"United Arab Emirates",8,0,0,9630959,8
2020-02-11,"US",13,0,3,327167434,10
2020-02-11,"Vietnam",15,0,6,95540395,9
2020-02-12,"Australia",15,0,2,24992369,13
2020-02-12,"Belgium",1,0,0,11422068,1
2020-02-12,"Cambodia",1,0,1,16249798,0
2020-02-12,"Canada",7,0,1,37058856,6
2020-02-12,"China",44759,1117,5082,1392730000,38560
2020-02-12,"Finland",1,0,1,5518050,0
2020-02-12,"France",11,0,2,66987244,9
2020-02-12,"Germany",16,0,0,82927922,16
2020-02-12,"India",3,0,0,1352617328,3
2020-02-12,"Italy",3,0,0,60483973,3
2020-02-12,"Japan",28,0,9,126529100,19
2020-02-12,"Malaysia",18,0,3,31528585,15
2020-02-12,"Nepal",1,0,1,28087871,0
2020-02-12,"Others",175,0,0,-Inf,175
2020-02-12,"Philippines",3,1,1,106651922,1
2020-02-12,"Russia",2,0,2,144478050,0
2020-02-12,"Singapore",50,0,15,5638676,35
2020-02-12,"South Korea",28,0,7,51635256,21
2020-02-12,"Spain",2,0,0,46723749,2
2020-02-12,"Sri Lanka",1,0,1,21670000,0
2020-02-12,"Sweden",1,0,0,10183175,1
2020-02-12,"Taiwan",18,0,1,-Inf,17
2020-02-12,"Thailand",33,0,10,69428524,23
2020-02-12,"UK",9,0,1,66488991,8
2020-02-12,"United Arab Emirates",8,0,1,9630959,7
2020-02-12,"US",13,0,3,327167434,10
2020-02-12,"Vietnam",15,0,6,95540395,9
2020-02-13,"Australia",15,0,8,24992369,7
2020-02-13,"Belgium",1,0,0,11422068,1
2020-02-13,"Cambodia",1,0,1,16249798,0
2020-02-13,"Canada",7,0,1,37058856,6
2020-02-13,"China",59895,1369,6217,1392730000,52309
2020-02-13,"Finland",1,0,1,5518050,0
2020-02-13,"France",11,0,2,66987244,9
2020-02-13,"Germany",16,0,1,82927922,15
2020-02-13,"India",3,0,0,1352617328,3
2020-02-13,"Italy",3,0,0,60483973,3
2020-02-13,"Japan",28,1,9,126529100,18
2020-02-13,"Malaysia",19,0,3,31528585,16
2020-02-13,"Nepal",1,0,1,28087871,0
2020-02-13,"Others",175,0,0,-Inf,175
2020-02-13,"Philippines",3,1,1,106651922,1
2020-02-13,"Russia",2,0,2,144478050,0
2020-02-13,"Singapore",58,0,15,5638676,43
2020-02-13,"South Korea",28,0,7,51635256,21
2020-02-13,"Spain",2,0,0,46723749,2
2020-02-13,"Sri Lanka",1,0,1,21670000,0
2020-02-13,"Sweden",1,0,0,10183175,1
2020-02-13,"Taiwan",18,0,1,-Inf,17
2020-02-13,"Thailand",33,0,12,69428524,21
2020-02-13,"UK",9,0,1,66488991,8
2020-02-13,"United Arab Emirates",8,0,1,9630959,7
2020-02-13,"US",15,0,3,327167434,12
2020-02-13,"Vietnam",16,0,7,95540395,9
2020-02-14,"Australia",15,0,8,24992369,7
2020-02-14,"Belgium",1,0,0,11422068,1
2020-02-14,"Cambodia",1,0,1,16249798,0
2020-02-14,"Canada",7,0,1,37058856,6
2020-02-14,"China",66358,1521,7977,1392730000,56860
2020-02-14,"Egypt",1,0,0,98423595,1
2020-02-14,"Finland",1,0,1,5518050,0
2020-02-14,"France",11,0,2,66987244,9
2020-02-14,"Germany",16,0,1,82927922,15
2020-02-14,"India",3,0,0,1352617328,3
2020-02-14,"Italy",3,0,0,60483973,3
2020-02-14,"Japan",29,1,9,126529100,19
2020-02-14,"Malaysia",19,0,3,31528585,16
2020-02-14,"Nepal",1,0,1,28087871,0
2020-02-14,"Others",218,0,0,-Inf,218
2020-02-14,"Philippines",3,1,1,106651922,1
2020-02-14,"Russia",2,0,2,144478050,0
2020-02-14,"Singapore",67,0,17,5638676,50
2020-02-14,"South Korea",28,0,7,51635256,21
2020-02-14,"Spain",2,0,0,46723749,2
2020-02-14,"Sri Lanka",1,0,1,21670000,0
2020-02-14,"Sweden",1,0,0,10183175,1
2020-02-14,"Taiwan",18,0,2,-Inf,16
2020-02-14,"Thailand",33,0,12,69428524,21
2020-02-14,"UK",9,0,1,66488991,8
2020-02-14,"United Arab Emirates",8,0,1,9630959,7
2020-02-14,"US",15,0,3,327167434,12
2020-02-14,"Vietnam",16,0,7,95540395,9
2020-02-15,"Australia",15,0,8,24992369,7
2020-02-15,"Belgium",1,0,0,11422068,1
2020-02-15,"Cambodia",1,0,1,16249798,0
2020-02-15,"Canada",7,0,1,37058856,6
2020-02-15,"China",68413,1663,9298,1392730000,57452
2020-02-15,"Egypt",1,0,0,98423595,1
2020-02-15,"Finland",1,0,1,5518050,0
2020-02-15,"France",12,1,4,66987244,7
2020-02-15,"Germany",16,0,1,82927922,15
2020-02-15,"India",3,0,0,1352617328,3
2020-02-15,"Italy",3,0,0,60483973,3
2020-02-15,"Japan",43,1,12,126529100,30
2020-02-15,"Malaysia",22,0,7,31528585,15
2020-02-15,"Nepal",1,0,1,28087871,0
2020-02-15,"Others",285,0,0,-Inf,285
2020-02-15,"Philippines",3,1,1,106651922,1
2020-02-15,"Russia",2,0,2,144478050,0
2020-02-15,"Singapore",72,0,18,5638676,54
2020-02-15,"South Korea",28,0,9,51635256,19
2020-02-15,"Spain",2,0,2,46723749,0
2020-02-15,"Sri Lanka",1,0,1,21670000,0
2020-02-15,"Sweden",1,0,0,10183175,1
2020-02-15,"Taiwan",18,0,2,-Inf,16
2020-02-15,"Thailand",33,0,12,69428524,21
2020-02-15,"UK",9,0,1,66488991,8
2020-02-15,"United Arab Emirates",8,0,3,9630959,5
2020-02-15,"US",15,0,3,327167434,12
2020-02-15,"Vietnam",16,0,7,95540395,9
2020-02-16,"Australia",15,0,8,24992369,7
2020-02-16,"Belgium",1,0,0,11422068,1
2020-02-16,"Cambodia",1,0,1,16249798,0
2020-02-16,"Canada",7,0,1,37058856,6
2020-02-16,"China",70513,1766,10755,1392730000,57992
2020-02-16,"Egypt",1,0,0,98423595,1
2020-02-16,"Finland",1,0,1,5518050,0
2020-02-16,"France",12,1,4,66987244,7
2020-02-16,"Germany",16,0,1,82927922,15
2020-02-16,"India",3,0,3,1352617328,0
2020-02-16,"Italy",3,0,0,60483973,3
2020-02-16,"Japan",59,1,12,126529100,46
2020-02-16,"Malaysia",22,0,7,31528585,15
2020-02-16,"Nepal",1,0,1,28087871,0
2020-02-16,"Others",355,0,0,-Inf,355
2020-02-16,"Philippines",3,1,1,106651922,1
2020-02-16,"Russia",2,0,2,144478050,0
