"date","country","confirmed","death","recovered","population","active"
2020-03-06,"Indonesia",4,0,0,267663435,4
2020-03-06,"Iran",4747,124,913,81800269,3710
2020-03-06,"Iraq",40,3,0,38433600,37
2020-03-06,"Ireland",18,0,0,4853506,18
2020-03-06,"Israel",21,0,2,8883800,19
2020-03-06,"Italy",4636,197,523,60483973,3916
2020-03-06,"Japan",420,6,46,126529100,368
2020-03-06,"Jordan",1,0,0,9956011,1
2020-03-06,"Kuwait",58,0,0,4137309,58
2020-03-06,"Latvia",1,0,0,1926542,1
2020-03-06,"Lebanon",22,0,1,6848925,21
2020-03-06,"Liechtenstein",1,0,0,37910,1
2020-03-06,"Lithuania",1,0,0,2789533,1
2020-03-06,"Luxembourg",2,0,0,607728,2
2020-03-06,"Malaysia",83,0,22,31528585,61
2020-03-06,"Mexico",6,0,1,126190788,5
2020-03-06,"Monaco",1,0,0,38682,1
2020-03-06,"Morocco",2,0,0,36029138,2
2020-03-06,"Nepal",1,0,1,28087871,0
2020-03-06,"Netherlands",128,1,0,17231017,127
2020-03-06,"New Zealand",4,0,0,4885500,4
2020-03-06,"Nigeria",1,0,0,195874740,1
2020-03-06,"North Macedonia",3,0,0,2082958,3
2020-03-06,"Norway",108,0,0,5314336,108
2020-03-06,"Oman",16,0,2,4829483,14
2020-03-06,"Others",696,6,40,-Inf,650
2020-03-06,"Pakistan",6,0,0,212215030,6
2020-03-06,"Palestine",16,0,0,4569087,16
2020-03-06,"Peru",1,0,0,31989256,1
2020-03-06,"Philippines",5,1,1,106651922,3
2020-03-06,"Poland",5,0,0,37978548,5
2020-03-06,"Portugal",13,0,0,10281762,13
2020-03-06,"Qatar",8,0,0,2781677,8
2020-03-06,"Romania",9,0,1,19473936,8
2020-03-06,"Russia",13,0,2,144478050,11
2020-03-06,"Saint Barthelemy",3,0,0,-Inf,3
2020-03-06,"San Marino",21,1,0,33785,20
2020-03-06,"Saudi Arabia",5,0,0,33699947,5
2020-03-06,"Senegal",4,0,0,15854360,4
2020-03-06,"Serbia",1,0,0,6982084,1
2020-03-06,"Singapore",130,0,78,5638676,52
2020-03-06,"Slovakia",1,0,0,5447011,1
2020-03-06,"Slovenia",7,0,0,2067372,7
2020-03-06,"South Africa",1,0,0,57779622,1
2020-03-06,"South Korea",6593,42,135,51635256,6416
2020-03-06,"Spain",400,5,2,46723749,393
2020-03-06,"Sri Lanka",1,0,1,21670000,0
2020-03-06,"Sweden",101,0,0,10183175,101
2020-03-06,"Switzerland",214,1,3,8516543,210
2020-03-06,"Taiwan",45,1,12,-Inf,32
2020-03-06,"Thailand",48,1,31,69428524,16
2020-03-06,"Togo",1,0,0,7889094,1
2020-03-06,"Tunisia",1,0,0,11565204,1
2020-03-06,"UK",163,2,8,66488991,153
2020-03-06,"Ukraine",1,0,0,44622516,1
2020-03-06,"United Arab Emirates",29,0,5,9630959,24
2020-03-06,"US",278,14,8,327167434,256
2020-03-06,"Vatican",1,0,0,-Inf,1
2020-03-06,"Vietnam",16,0,16,95540395,0
2020-03-07,"Afghanistan",1,0,0,37172386,1
2020-03-07,"Algeria",17,0,0,42228429,17
2020-03-07,"Andorra",1,0,0,77006,1
2020-03-07,"Argentina",8,0,0,44494502,8
2020-03-07,"Armenia",1,0,0,2951776,1
2020-03-07,"Australia",63,2,21,24992369,40
2020-03-07,"Austria",79,0,0,8847037,79
2020-03-07,"Azerbaijan",9,0,0,9942334,9
2020-03-07,"Bahrain",85,0,4,1569439,81
2020-03-07,"Belarus",6,0,0,9485386,6
2020-03-07,"Belgium",169,0,1,11422068,168
2020-03-07,"Bhutan",1,0,0,754394,1
2020-03-07,"Bosnia and Herzegovina",3,0,0,3323929,3
2020-03-07,"Brazil",13,0,0,209469333,13
2020-03-07,"Cambodia",1,0,1,16249798,0
2020-03-07,"Cameroon",1,0,0,25216237,1
2020-03-07,"Canada",54,0,8,37058856,46
2020-03-07,"Chile",4,0,0,18729160,4
2020-03-07,"China",80770,3072,55539,1392730000,22159
2020-03-07,"Colombia",1,0,0,49648685,1
2020-03-07,"Costa Rica",1,0,0,4999441,1
2020-03-07,"Croatia",12,0,0,4089400,12
2020-03-07,"Czech Republic",19,0,0,10625695,19
2020-03-07,"Denmark",23,0,1,5797446,22
2020-03-07,"Dominican Republic",2,0,0,10627165,2
2020-03-07,"Ecuador",13,0,0,17084357,13
2020-03-07,"Egypt",15,0,1,98423595,14
2020-03-07,"Estonia",10,0,0,1320884,10
2020-03-07,"Faroe Islands",1,0,0,48497,1
2020-03-07,"Finland",15,0,1,5518050,14
2020-03-07,"France",949,11,12,66987244,926
2020-03-07,"French Guiana",5,0,0,-Inf,5
2020-03-07,"Georgia",4,0,0,3731000,4
2020-03-07,"Germany",799,0,18,82927922,781
2020-03-07,"Gibraltar",1,0,0,33718,1
2020-03-07,"Greece",46,0,0,10727668,46
2020-03-07,"Hungary",4,0,0,9768785,4
2020-03-07,"Iceland",50,0,0,353574,50
2020-03-07,"India",34,0,3,1352617328,31
2020-03-07,"Indonesia",4,0,0,267663435,4
2020-03-07,"Iran",5823,145,1669,81800269,4009
2020-03-07,"Iraq",54,4,0,38433600,50
2020-03-07,"Ireland",18,0,0,4853506,18
2020-03-07,"Israel",21,0,2,8883800,19
2020-03-07,"Italy",5883,233,589,60483973,5061
2020-03-07,"Japan",461,6,76,126529100,379
2020-03-07,"Jordan",1,0,0,9956011,1
2020-03-07,"Kuwait",61,0,0,4137309,61
2020-03-07,"Latvia",1,0,0,1926542,1
2020-03-07,"Lebanon",22,0,1,6848925,21
2020-03-07,"Liechtenstein",1,0,0,37910,1
2020-03-07,"Lithuania",1,0,0,2789533,1
2020-03-07,"Luxembourg",2,0,0,607728,2
2020-03-07,"Malaysia",93,0,23,31528585,70
2020-03-07,"Malta",3,0,0,483530,3
2020-03-07,"Martinique",2,0,0,-Inf,2
2020-03-07,"Mexico",6,0,1,126190788,5
2020-03-07,"Monaco",1,0,0,38682,1
2020-03-07,"Morocco",2,0,0,36029138,2
2020-03-07,"Nepal",1,0,1,28087871,0
2020-03-07,"Netherlands",188,1,0,17231017,187
2020-03-07,"New Zealand",5,0,0,4885500,5
2020-03-07,"Nigeria",1,0,0,195874740,1
2020-03-07,"North Macedonia",3,0,0,2082958,3
2020-03-07,"Norway",147,0,0,5314336,147
2020-03-07,"Oman",16,0,2,4829483,14
2020-03-07,"Others",696,6,40,-Inf,650
2020-03-07,"Pakistan",6,0,0,212215030,6
2020-03-07,"Palestine",22,0,0,4569087,22
2020-03-07,"Peru",1,0,0,31989256,1
2020-03-07,"Philippines",6,1,1,106651922,4
2020-03-07,"Poland",5,0,0,37978548,5
2020-03-07,"Portugal",20,0,0,10281762,20
2020-03-07,"Qatar",8,0,0,2781677,8
2020-03-07,"Romania",9,0,3,19473936,6
2020-03-07,"Russia",13,0,2,144478050,11
2020-03-07,"Saint Barthelemy",3,0,0,-Inf,3
2020-03-07,"San Marino",23,1,0,33785,22
2020-03-07,"Saudi Arabia",5,0,0,33699947,5
2020-03-07,"Senegal",4,0,0,15854360,4
2020-03-07,"Serbia",1,0,0,6982084,1
2020-03-07,"Singapore",138,0,78,5638676,60
2020-03-07,"Slovakia",1,0,0,5447011,1
2020-03-07,"Slovenia",7,0,0,2067372,7
2020-03-07,"South Africa",1,0,0,57779622,1
2020-03-07,"South Korea",7041,44,135,51635256,6862
2020-03-07,"Spain",500,10,30,46723749,460
2020-03-07,"Sri Lanka",1,0,1,21670000,0
2020-03-07,"Sweden",161,0,0,10183175,161
2020-03-07,"Switzerland",268,1,3,8516543,264
2020-03-07,"Taiwan",45,1,12,-Inf,32
2020-03-07,"Thailand",50,1,31,69428524,18
2020-03-07,"Togo",1,0,0,7889094,1
2020-03-07,"Tunisia",1,0,0,11565204,1
2020-03-07,"UK",206,2,18,66488991,186
2020-03-07,"Ukraine",1,0,0,44622516,1
2020-03-07,"United Arab Emirates",45,0,7,9630959,38
2020-03-07,"US",417,17,8,327167434,392
2020-03-07,"Vatican",1,0,0,-Inf,1
2020-03-07,"Vietnam",18,0,16,95540395,2
2020-03-08,"Afghanistan",4,0,0,37172386,4
2020-03-08,"Algeria",19,0,0,42228429,19
2020-03-08,"Andorra",1,0,0,77006,1
2020-03-08,"Argentina",12,1,0,44494502,11
2020-03-08,"Armenia",1,0,0,2951776,1
2020-03-08,"Australia",76,4,21,24992369,51
2020-03-08,"Austria",104,0,0,8847037,104
2020-03-08,"Azerbaijan",9,0,0,9942334,9
2020-03-08,"Bahrain",85,0,4,1569439,81
2020-03-08,"Bangladesh",3,0,0,161356039,3
2020-03-08,"Belarus",6,0,0,9485386,6
2020-03-08,"Belgium",200,0,1,11422068,199
2020-03-08,"Bhutan",1,0,0,754394,1
2020-03-08,"Bosnia and Herzegovina",3,0,0,3323929,3
2020-03-08,"Brazil",20,0,0,209469333,20
2020-03-08,"Bulgaria",4,0,0,7024216,4
2020-03-08,"Cambodia",2,0,1,16249798,1
2020-03-08,"Cameroon",2,0,0,25216237,2
2020-03-08,"Canada",64,0,8,37058856,56
2020-03-08,"Chile",8,0,0,18729160,8
2020-03-08,"China",80823,3100,57388,1392730000,20335
2020-03-08,"Colombia",1,0,0,49648685,1
2020-03-08,"Costa Rica",5,0,0,4999441,5
2020-03-08,"Croatia",12,0,0,4089400,12
2020-03-08,"Czech Republic",31,0,0,10625695,31
2020-03-08,"Denmark",35,0,1,5797446,34
2020-03-08,"Dominican Republic",5,0,0,10627165,5
2020-03-08,"Ecuador",14,0,0,17084357,14
2020-03-08,"Egypt",49,1,1,98423595,47
2020-03-08,"Estonia",10,0,0,1320884,10
2020-03-08,"Faroe Islands",2,0,0,48497,2
2020-03-08,"Finland",23,0,1,5518050,22
2020-03-08,"France",1126,19,12,66987244,1095
2020-03-08,"French Guiana",5,0,0,-Inf,5
2020-03-08,"Georgia",13,0,0,3731000,13
2020-03-08,"Germany",1040,0,18,82927922,1022
2020-03-08,"Gibraltar",1,0,0,33718,1
2020-03-08,"Greece",73,0,0,10727668,73
2020-03-08,"Hungary",7,0,0,9768785,7
2020-03-08,"Iceland",50,0,0,353574,50
2020-03-08,"India",39,0,3,1352617328,36
2020-03-08,"Indonesia",6,0,0,267663435,6
2020-03-08,"Iran",6566,194,2134,81800269,4238
2020-03-08,"Iraq",60,6,0,38433600,54
2020-03-08,"Ireland",40,0,0,4853506,40
2020-03-08,"Israel",39,0,2,8883800,37
2020-03-08,"Italy",7375,366,622,60483973,6387
2020-03-08,"Japan",502,6,76,126529100,420
2020-03-08,"Jordan",1,0,0,9956011,1
2020-03-08,"Kuwait",64,0,1,4137309,63
2020-03-08,"Latvia",2,0,0,1926542,2
2020-03-08,"Lebanon",32,0,1,6848925,31
2020-03-08,"Liechtenstein",1,0,0,37910,1
2020-03-08,"Lithuania",1,0,0,2789533,1
2020-03-08,"Luxembourg",3,0,0,607728,3
2020-03-08,"Malaysia",99,0,24,31528585,75
2020-03-08,"Maldives",4,0,0,515696,4
2020-03-08,"Malta",3,0,0,483530,3
2020-03-08,"Martinique",2,0,0,-Inf,2
2020-03-08,"Mexico",7,0,1,126190788,6
2020-03-08,"Moldova",1,0,0,3545883,1
2020-03-08,"Monaco",1,0,0,38682,1
2020-03-08,"Morocco",2,0,0,36029138,2
2020-03-08,"Nepal",1,0,1,28087871,0
2020-03-08,"Netherlands",265,3,0,17231017,262
2020-03-08,"New Zealand",5,0,0,4885500,5
2020-03-08,"Nigeria",1,0,0,195874740,1
2020-03-08,"North Macedonia",3,0,0,2082958,3
2020-03-08,"Norway",176,0,0,5314336,176
2020-03-08,"Oman",16,0,2,4829483,14
2020-03-08,"Others",696,6,40,-Inf,650
2020-03-08,"Pakistan",6,0,1,212215030,5
2020-03-08,"Palestine",22,0,0,4569087,22
2020-03-08,"Paraguay",1,0,0,6956071,1
2020-03-08,"Peru",6,0,0,31989256,6
2020-03-08,"Philippines",10,1,1,106651922,8
2020-03-08,"Poland",11,0,0,37978548,11
2020-03-08,"Portugal",30,0,0,10281762,30
2020-03-08,"Qatar",15,0,0,2781677,15
2020-03-08,"Romania",15,0,3,19473936,12
2020-03-08,"Russia",17,0,3,144478050,14
2020-03-08,"Saint Barthelemy",3,0,0,-Inf,3
2020-03-08,"San Marino",36,1,0,33785,35
2020-03-08,"Saudi Arabia",11,0,0,33699947,11
2020-03-08,"Senegal",4,0,1,15854360,3
2020-03-08,"Serbia",1,0,0,6982084,1
2020-03-08,"Singapore",150,0,78,5638676,72
2020-03-08,"Slovakia",3,0,0,5447011,3
2020-03-08,"Slovenia",16,0,0,2067372,16
2020-03-08,"South Africa",3,0,0,57779622,3
2020-03-08,"South Korea",7314,50,118,51635256,7146
2020-03-08,"Spain",673,17,30,46723749,626
2020-03-08,"Sri Lanka",1,0,1,21670000,0
2020-03-08,"Sweden",203,0,0,10183175,203
2020-03-08,"Switzerland",337,2,3,8516543,332
2020-03-08,"Taiwan",45,1,13,-Inf,31
2020-03-08,"Thailand",50,1,31,69428524,18
2020-03-08,"Togo",1,0,0,7889094,1
2020-03-08,"Tunisia",2,0,0,11565204,2
2020-03-08,"UK",273,3,18,66488991,252
2020-03-08,"Ukraine",1,0,0,44622516,1
2020-03-08,"United Arab Emirates",45,0,7,9630959,38
2020-03-08,"US",537,21,8,327167434,508
2020-03-08,"Vatican",1,0,0,-Inf,1
2020-03-08,"Vietnam",30,0,16,95540395,14
2020-03-09,"Afghanistan",4,0,0,37172386,4
2020-03-09,"Albania",2,0,0,2866376,2
2020-03-09,"Algeria",20,0,0,42228429,20
2020-03-09,"Andorra",1,0,0,77006,1
2020-03-09,"Argentina",12,1,0,44494502,11
2020-03-09,"Armenia",1,0,0,2951776,1
2020-03-09,"Australia",91,4,21,24992369,66
2020-03-09,"Austria",131,0,2,8847037,129
2020-03-09,"Azerbaijan",9,0,0,9942334,9
2020-03-09,"Bahrain",95,0,14,1569439,81
2020-03-09,"Bangladesh",3,0,0,161356039,3
2020-03-09,"Belarus",6,0,1,9485386,5
2020-03-09,"Belgium",239,0,1,11422068,238
2020-03-09,"Bhutan",1,0,0,754394,1
2020-03-09,"Bosnia and Herzegovina",3,0,0,3323929,3
2020-03-09,"Brazil",25,0,0,209469333,25
2020-03-09,"Brunei",1,0,0,428962,1
2020-03-09,"Bulgaria",4,0,0,7024216,4
2020-03-09,"Cambodia",2,0,1,16249798,1
2020-03-09,"Cameroon",2,0,0,25216237,2
2020-03-09,"Canada",76,1,8,37058856,67
2020-03-09,"Chile",8,0,0,18729160,8
2020-03-09,"China",80860,3123,58804,1392730000,18933
2020-03-09,"Colombia",1,0,0,49648685,1
2020-03-09,"Costa Rica",9,0,0,4999441,9
2020-03-09,"Croatia",12,0,0,4089400,12
2020-03-09,"Cyprus",2,0,0,1189265,2
2020-03-09,"Czech Republic",31,0,0,10625695,31
2020-03-09,"Denmark",90,0,1,5797446,89
2020-03-09,"Dominican Republic",5,0,0,10627165,5
2020-03-09,"Ecuador",15,0,0,17084357,15
2020-03-09,"Egypt",55,1,12,98423595,42
2020-03-09,"Estonia",10,0,0,1320884,10
2020-03-09,"Faroe Islands",2,0,0,48497,2
2020-03-09,"Finland",30,0,1,5518050,29
2020-03-09,"France",1209,19,12,66987244,1178
2020-03-09,"French Guiana",5,0,0,-Inf,5
2020-03-09,"Georgia",15,0,0,3731000,15
2020-03-09,"Germany",1176,2,18,82927922,1156
2020-03-09,"Gibraltar",1,0,0,33718,1
2020-03-09,"Greece",73,0,0,10727668,73
2020-03-09,"Hungary",9,0,0,9768785,9
2020-03-09,"Iceland",58,0,0,353574,58
2020-03-09,"India",43,0,3,1352617328,40
2020-03-09,"Indonesia",19,0,0,267663435,19
2020-03-09,"Iran",7161,237,2394,81800269,4530
2020-03-09,"Iraq",60,6,9,38433600,45
2020-03-09,"Ireland",21,0,0,4853506,21
2020-03-09,"Israel",39,0,2,8883800,37
2020-03-09,"Italy",9172,463,724,60483973,7985
2020-03-09,"Japan",511,17,76,126529100,418
2020-03-09,"Jordan",1,0,0,9956011,1
2020-03-09,"Kuwait",64,0,1,4137309,63
2020-03-09,"Latvia",6,0,0,1926542,6
2020-03-09,"Lebanon",32,0,1,6848925,31
2020-03-09,"Liechtenstein",1,0,0,37910,1
2020-03-09,"Lithuania",1,0,0,2789533,1
2020-03-09,"Luxembourg",3,0,0,607728,3
2020-03-09,"Malaysia",117,0,24,31528585,93
2020-03-09,"Maldives",4,0,0,515696,4
2020-03-09,"Malta",3,0,0,483530,3
2020-03-09,"Martinique",2,0,0,-Inf,2
2020-03-09,"Mexico",7,0,1,126190788,6
2020-03-09,"Moldova",1,0,0,3545883,1
2020-03-09,"Monaco",1,0,0,38682,1
2020-03-09,"Morocco",2,0,0,36029138,2
2020-03-09,"Nepal",1,0,1,28087871,0
2020-03-09,"Netherlands",321,3,0,17231017,318
2020-03-09,"New Zealand",5,0,0,4885500,5
2020-03-09,"Nigeria",2,0,0,195874740,2
2020-03-09,"North Macedonia",3,0,0,2082958,3
2020-03-09,"Norway",205,0,1,5314336,204
2020-03-09,"Oman",16,0,2,4829483,14
2020-03-09,"Others",696,6,40,-Inf,650
2020-03-09,"Pakistan",6,0,1,212215030,5
2020-03-09,"Palestine",22,0,0,4569087,22
2020-03-09,"Paraguay",1,0,0,6956071,1
2020-03-09,"Peru",7,0,0,31989256,7
2020-03-09,"Philippines",20,1,1,106651922,18
2020-03-09,"Poland",16,0,0,37978548,16
2020-03-09,"Portugal",30,0,0,10281762,30
2020-03-09,"Qatar",18,0,0,2781677,18
2020-03-09,"Romania",15,0,3,19473936,12
2020-03-09,"Russia",17,0,3,144478050,14
2020-03-09,"Saint Barthelemy",1,0,0,-Inf,1
2020-03-09,"Saint Martin",2,0,0,37264,2
2020-03-09,"San Marino",36,1,0,33785,35
2020-03-09,"Saudi Arabia",15,0,0,33699947,15
2020-03-09,"Senegal",4,0,1,15854360,3
2020-03-09,"Serbia",1,0,0,6982084,1
2020-03-09,"Singapore",150,0,78,5638676,72
2020-03-09,"Slovakia",3,0,0,5447011,3
2020-03-09,"Slovenia",16,0,0,2067372,16
2020-03-09,"South Africa",3,0,0,57779622,3
2020-03-09,"South Korea",7478,53,118,51635256,7307
2020-03-09,"Spain",1073,28,32,46723749,1013
2020-03-09,"Sri Lanka",1,0,1,21670000,0
2020-03-09,"Sweden",248,0,1,10183175,247
2020-03-09,"Switzerland",374,2,3,8516543,369
2020-03-09,"Taiwan",45,1,15,-Inf,29
2020-03-09,"Thailand",50,1,31,69428524,18
2020-03-09,"Togo",1,0,0,7889094,1
2020-03-09,"Tunisia",2,0,0,11565204,2
2020-03-09,"UK",321,4,18,66488991,299
2020-03-09,"Ukraine",1,0,0,44622516,1
2020-03-09,"United Arab Emirates",45,0,7,9630959,38
2020-03-09,"US",605,22,8,327167434,575
2020-03-09,"Vatican",1,0,0,-Inf,1
2020-03-09,"Vietnam",30,0,16,95540395,14
2020-03-10,"Afghanistan",5,0,0,37172386,5
2020-03-10,"Albania",10,0,0,2866376,10
2020-03-10,"Algeria",20,0,0,42228429,20
2020-03-10,"Andorra",1,0,0,77006,1
2020-03-10,"Argentina",17,1,0,44494502,16
2020-03-10,"Armenia",1,0,0,2951776,1
2020-03-10,"Australia",107,3,21,24992369,83
2020-03-10,"Austria",182,0,4,8847037,178
2020-03-10,"Azerbaijan",11,0,0,9942334,11
2020-03-10,"Bahrain",110,0,22,1569439,88
2020-03-10,"Bangladesh",3,0,0,161356039,3
2020-03-10,"Belarus",9,0,3,9485386,6
2020-03-10,"Belgium",267,0,1,11422068,266
2020-03-10,"Bhutan",1,0,0,754394,1
2020-03-10,"Bosnia and Herzegovina",5,0,0,3323929,5
2020-03-10,"Brazil",31,0,0,209469333,31
2020-03-10,"Brunei",1,0,0,428962,1
2020-03-10,"Bulgaria",4,0,0,7024216,4
2020-03-10,"Burkina Faso",1,0,0,19751535,1
2020-03-10,"Cambodia",2,0,1,16249798,1
2020-03-10,"Cameroon",2,0,0,25216237,2
2020-03-10,"Canada",79,1,8,37058856,70
2020-03-10,"Channel Islands",1,0,0,-Inf,1
2020-03-10,"Chile",13,0,0,18729160,13
2020-03-10,"China",80887,3139,60181,1392730000,17567
2020-03-10,"Colombia",3,0,0,49648685,3
2020-03-10,"Costa Rica",9,0,0,4999441,9
2020-03-10,"Croatia",14,0,0,4089400,14
2020-03-10,"Cyprus",3,0,0,1189265,3
2020-03-10,"Czech Republic",41,0,0,10625695,41
2020-03-10,"Denmark",262,0,1,5797446,261
2020-03-10,"Dominican Republic",5,0,0,10627165,5
2020-03-10,"Ecuador",15,0,0,17084357,15
2020-03-10,"Egypt",59,1,1,98423595,57
2020-03-10,"Estonia",12,0,0,1320884,12
2020-03-10,"Faroe Islands",2,0,0,48497,2
2020-03-10,"Finland",40,0,1,5518050,39
2020-03-10,"France",1784,33,12,66987244,1739
2020-03-10,"French Guiana",5,0,0,-Inf,5
2020-03-10,"Georgia",15,0,0,3731000,15
2020-03-10,"Germany",1457,2,18,82927922,1437
2020-03-10,"Gibraltar",1,0,1,33718,0
2020-03-10,"Greece",89,0,0,10727668,89
2020-03-10,"Hungary",9,0,0,9768785,9
2020-03-10,"Iceland",69,0,1,353574,68
2020-03-10,"India",56,0,4,1352617328,52
2020-03-10,"Indonesia",27,0,2,267663435,25
2020-03-10,"Iran",8042,291,2731,81800269,5020
2020-03-10,"Iraq",71,7,3,38433600,61
2020-03-10,"Ireland",34,0,0,4853506,34
2020-03-10,"Israel",58,0,4,8883800,54
2020-03-10,"Italy",10149,631,1004,60483973,8514
2020-03-10,"Japan",581,10,101,126529100,470
2020-03-10,"Jordan",1,0,0,9956011,1
2020-03-10,"Kuwait",69,0,1,4137309,68
2020-03-10,"Latvia",8,0,1,1926542,7
2020-03-10,"Lebanon",41,1,1,6848925,39
2020-03-10,"Liechtenstein",1,0,0,37910,1
2020-03-10,"Lithuania",1,0,0,2789533,1
2020-03-10,"Luxembourg",5,0,0,607728,5
2020-03-10,"Malaysia",129,0,24,31528585,105
2020-03-10,"Maldives",6,0,0,515696,6
2020-03-10,"Malta",5,0,0,483530,5
2020-03-10,"Martinique",2,0,0,-Inf,2
2020-03-10,"Mexico",7,0,4,126190788,3
2020-03-10,"Moldova",3,0,0,3545883,3
2020-03-10,"Monaco",1,0,0,38682,1
2020-03-10,"Mongolia",1,0,0,3170208,1
2020-03-10,"Morocco",3,1,0,36029138,2
2020-03-10,"Nepal",1,0,1,28087871,0
2020-03-10,"Netherlands",382,4,0,17231017,378
2020-03-10,"New Zealand",5,0,0,4885500,5
2020-03-10,"Nigeria",2,0,0,195874740,2
2020-03-10,"North Macedonia",7,0,0,2082958,7
2020-03-10,"Norway",400,0,1,5314336,399
2020-03-10,"Oman",18,0,9,4829483,9
2020-03-10,"Others",696,6,40,-Inf,650
2020-03-10,"Pakistan",16,0,1,212215030,15
2020-03-10,"Palestine",25,0,0,4569087,25
2020-03-10,"Panama",1,0,0,4176873,1
2020-03-10,"Paraguay",1,0,0,6956071,1
2020-03-10,"Peru",11,0,0,31989256,11
2020-03-10,"Philippines",33,1,2,106651922,30
2020-03-10,"Poland",22,0,0,37978548,22
2020-03-10,"Portugal",41,0,0,10281762,41
2020-03-10,"Qatar",24,0,0,2781677,24
2020-03-10,"Romania",25,0,3,19473936,22
2020-03-10,"Russia",10,0,3,144478050,7
2020-03-10,"Saint Barthelemy",1,0,0,-Inf,1
2020-03-10,"Saint Martin",2,0,0,37264,2
2020-03-10,"San Marino",51,2,0,33785,49
2020-03-10,"Saudi Arabia",20,0,1,33699947,19
2020-03-10,"Senegal",4,0,1,15854360,3
2020-03-10,"Serbia",5,0,0,6982084,5
2020-03-10,"Singapore",160,0,78,5638676,82
2020-03-10,"Slovakia",7,0,0,5447011,7
2020-03-10,"Slovenia",31,0,0,2067372,31
2020-03-10,"South Africa",7,0,0,57779622,7
2020-03-10,"South Korea",7513,54,247,51635256,7212
2020-03-10,"Spain",1695,35,32,46723749,1628
2020-03-10,"Sri Lanka",1,0,1,21670000,0
2020-03-10,"Sweden",355,0,1,10183175,354
2020-03-10,"Switzerland",491,3,3,8516543,485
2020-03-10,"Taiwan",47,1,17,-Inf,29
2020-03-10,"Thailand",53,1,33,69428524,19
2020-03-10,"Togo",1,0,0,7889094,1
2020-03-10,"Tunisia",5,0,0,11565204,5
2020-03-10,"UK",382,6,18,66488991,358
2020-03-10,"Ukraine",1,0,0,44622516,1
2020-03-10,"United Arab Emirates",74,0,12,9630959,62
2020-03-10,"US",959,28,8,327167434,923
2020-03-10,"Vatican",1,0,0,-Inf,1
2020-03-10,"Vietnam",31,0,16,95540395,15
2020-03-11,"Afghanistan",7,0,0,37172386,7
2020-03-11,"Albania",12,1,0,2866376,11
2020-03-11,"Algeria",20,0,0,42228429,20
2020-03-11,"Andorra",1,0,0,77006,1
2020-03-11,"Argentina",19,1,0,44494502,18
2020-03-11,"Armenia",1,0,0,2951776,1
2020-03-11,"Australia",128,3,21,24992369,104
2020-03-11,"Austria",246,0,4,8847037,242
2020-03-11,"Azerbaijan",11,0,3,9942334,8
2020-03-11,"Bahrain",195,0,35,1569439,160
2020-03-11,"Bangladesh",3,0,0,161356039,3
2020-03-11,"Belarus",9,0,3,9485386,6
2020-03-11,"Belgium",314,3,1,11422068,310
2020-03-11,"Bhutan",1,0,0,754394,1
2020-03-11,"Bolivia",2,0,0,11353142,2
2020-03-11,"Bosnia and Herzegovina",7,0,0,3323929,7
2020-03-11,"Brazil",38,0,0,209469333,38
2020-03-11,"Brunei",11,0,0,428962,11
2020-03-11,"Bulgaria",7,1,0,7024216,6
2020-03-11,"Burkina Faso",2,0,0,19751535,2
2020-03-11,"Cambodia",3,0,1,16249798,2
2020-03-11,"Cameroon",2,0,0,25216237,2
2020-03-11,"Canada",108,1,8,37058856,99
2020-03-11,"Chile",23,0,0,18729160,23
2020-03-11,"China",80921,3161,61644,1392730000,16116
2020-03-11,"Colombia",9,0,0,49648685,9
2020-03-11,"Congo (Kinshasa)",1,0,0,84068091,1
2020-03-11,"Costa Rica",13,0,0,4999441,13
2020-03-11,"Croatia",19,0,0,4089400,19
2020-03-11,"Cyprus",6,0,0,1189265,6
2020-03-11,"Czech Republic",91,0,0,10625695,91
2020-03-11,"Denmark",444,0,1,5797446,443
2020-03-11,"Dominican Republic",5,0,0,10627165,5
2020-03-11,"Ecuador",17,0,0,17084357,17
2020-03-11,"Egypt",60,1,27,98423595,32
2020-03-11,"Estonia",16,0,0,1320884,16
2020-03-11,"Finland",59,0,1,5518050,58
2020-03-11,"France",2284,48,12,66987244,2224
2020-03-11,"French Guiana",5,0,0,-Inf,5
2020-03-11,"Georgia",24,0,0,3731000,24
2020-03-11,"Germany",1908,3,25,82927922,1880
2020-03-11,"Greece",99,1,0,10727668,98
2020-03-11,"Honduras",2,0,0,9587522,2
2020-03-11,"Hungary",13,0,0,9768785,13
2020-03-11,"Iceland",85,0,1,353574,84
2020-03-11,"India",62,1,4,1352617328,57
2020-03-11,"Indonesia",34,1,2,267663435,31
2020-03-11,"Iran",9000,354,2959,81800269,5687
2020-03-11,"Iraq",71,7,15,38433600,49
2020-03-11,"Ireland",43,1,0,4853506,42
2020-03-11,"Israel",109,0,4,8883800,105
2020-03-11,"Italy",12462,827,1045,60483973,10590
2020-03-11,"Ivory Coast",1,0,0,25069229,1
2020-03-11,"Jamaica",1,0,0,2934855,1
2020-03-11,"Japan",639,15,118,126529100,506
2020-03-11,"Jordan",1,0,0,9956011,1
2020-03-11,"Kuwait",72,0,2,4137309,70
2020-03-11,"Latvia",10,0,1,1926542,9
2020-03-11,"Lebanon",61,3,1,6848925,57
2020-03-11,"Liechtenstein",1,0,0,37910,1
2020-03-11,"Lithuania",3,0,0,2789533,3
2020-03-11,"Luxembourg",7,0,0,607728,7
