"","thetaS_last_obs_p_mean","thetaI_last_obs_p_mean","thetaR_last_obs_p_mean","thetaS_last_obs_p_ci_low","thetaS_last_obs_p_ci_med","thetaS_last_obs_p_ci_up","thetaI_last_obs_p_ci_low","thetaI_last_obs_p_ci_med","thetaI_last_obs_p_ci_up","thetaR_last_obs_p_ci_low","thetaR_last_obs_p_ci_med","thetaR_last_obs_p_ci_up","thetaQ_last_obs_p_mean","thetaQ_last_obs_p_ci_low","thetaQ_last_obs_p_ci_med","thetaQ_last_obs_p_ci_up","R0_p_mean","R0_p_ci_low","R0_p_ci_med","R0_p_ci_up","gamma_p_mean","gamma_p_ci_low","gamma_p_ci_med","gamma_p_ci_up","beta_p_mean","beta_p_ci_low","beta_p_ci_med","beta_p_ci_up","incidence_mean","incidence_ci_low","incidence_ci_median","incidence_ci_up","thetaI_tp1_mean","thetaI_tp1_ci_low","thetaI_tp1_ci_med","thetaI_tp1_ci_up","thetaR_tp1_mean","thetaR_tp1_ci_low","thetaR_tp1_ci_med","thetaR_tp1_ci_up","Y_tp1_mean","Y_tp1_ci_low","Y_tp1_ci_med","Y_tp1_ci_up","R_tp1_mean","R_tp1_ci_low","R_tp1_ci_med","R_tp1_ci_up","thetaI_tp2_mean","thetaI_tp2_ci_low","thetaI_tp2_ci_med","thetaI_tp2_ci_up","thetaR_tp2_mean","thetaR_tp2_ci_low","thetaR_tp2_ci_med","thetaR_tp2_ci_up","Y_tp2_mean","Y_tp2_ci_low","Y_tp2_ci_med","Y_tp2_ci_up","R_tp2_mean","R_tp2_ci_low","R_tp2_ci_med","R_tp2_ci_up","thetaR_max_mean","thetaR_max_ci_low","thetaR_max_ci_med","thetaR_max_ci_up","cumInf_mean","cumInf_ci_low","cumInf_ci_med","cumInf_ci_up","dthetaI_tp1_date","first_tp_mean","first_tp_ci_low","first_tp_ci_med","first_tp_ci_up","dthetaI_tp2_date","second_tp_mean","second_tp_ci_low","second_tp_ci_med","second_tp_ci_up","end_p_mean","end_p_ci_low","end_p_ci_med","end_p_ci_up","begin_str"
"1",0.34027414666412,0.0013953804013857,0.000553386819187032,0.340108439878087,0.340275387240178,0.340433831001515,0.00126526692645568,0.00139379442947458,0.00153555444345825,0.000467238112234596,0.000552712516707598,0.000645365830282167,0.657777086115307,0.657755881881338,0.657777088729984,0.657797850107335,7.60012204512093,6.07120706269487,7.57126282398625,9.43677300396351,0.0409449041496295,0.0316731712992931,0.0407822867407781,0.0508723346094245,0.308162331042052,0.253082185585678,0.308034294773424,0.364724180338391,0.285768213436845,0.227099492700733,0.290682595546995,0.317651645506942,0.0486492391574008,0.0195191053734865,0.0469045259202972,0.0861169844844986,0.0390657549992752,0.0182782476978027,0.0375996603652211,0.0706503716180755,0.0486294176686951,0.0196266783626143,0.0469489093151411,0.0860455420260152,0.039070302723382,0.0182858450502737,0.0375405331118755,0.0706734183395443,0.0802714339956377,0.0468771945593186,0.0810408689239157,0.108265231064767,0.123224552597643,0.0597709779648544,0.123901236192723,0.189120873500055,0.0802611497634134,0.0464750017563131,0.0811763475450643,0.108443240573305,0.123205125999736,0.0598801100932185,0.123812344930686,0.189031570631651,0.243889049483044,0.170966796047069,0.249004970148962,0.288740417923035,0.285368169054892,0.225718290086028,0.289957226256172,0.317031234665967,"06/01/20","06/04/20","05/23/20","06/04/20","06/22/20","07/01/20","07/03/20","06/15/20","07/02/20","07/28/20","08/17/20","08/17/20","08/17/20","08/17/20","01/31/2020"
