"date","country","region","confirmed","death","recovered","iso3","population"
2020-01-22,"China","Anhui",1,0,0,"CHN",1392730000
2020-01-22,"China","Beijing",14,0,0,"CHN",1392730000
2020-01-22,"China","Chongqing",6,0,0,"CHN",1392730000
2020-01-22,"China","Fujian",1,0,0,"CHN",1392730000
2020-01-22,"China","Gansu",0,0,0,"CHN",1392730000
2020-01-22,"China","Guangdong",26,0,0,"CHN",1392730000
2020-01-22,"China","Guangxi",2,0,0,"CHN",1392730000
2020-01-22,"China","Guizhou",1,0,0,"CHN",1392730000
2020-01-22,"China","Hainan",4,0,0,"CHN",1392730000
2020-01-22,"China","Hebei",1,0,0,"CHN",1392730000
2020-01-22,"China","Heilongjiang",0,0,0,"CHN",1392730000
2020-01-22,"China","Henan",5,0,0,"CHN",1392730000
2020-01-22,"China","Hong Kong",0,0,0,"CHN",1392730000
2020-01-22,"China","Hubei",444,17,28,"CHN",1392730000
2020-01-22,"China","Hunan",4,0,0,"CHN",1392730000
2020-01-22,"China","Inner Mongolia",0,0,0,"CHN",1392730000
2020-01-22,"China","Jiangsu",1,0,0,"CHN",1392730000
2020-01-22,"China","Jiangxi",2,0,0,"CHN",1392730000
2020-01-22,"China","Jilin",0,0,0,"CHN",1392730000
2020-01-22,"China","Liaoning",2,0,0,"CHN",1392730000
2020-01-22,"China","Macau",1,0,0,"CHN",1392730000
2020-01-22,"China","Ningxia",1,0,0,"CHN",1392730000
2020-01-22,"China","Qinghai",0,0,0,"CHN",1392730000
2020-01-22,"China","Shaanxi",0,0,0,"CHN",1392730000
2020-01-22,"China","Shandong",2,0,0,"CHN",1392730000
2020-01-22,"China","Shanghai",9,0,0,"CHN",1392730000
2020-01-22,"China","Shanxi",1,0,0,"CHN",1392730000
2020-01-22,"China","Sichuan",5,0,0,"CHN",1392730000
2020-01-22,"China","Tianjin",4,0,0,"CHN",1392730000
2020-01-22,"China","Tibet",0,0,0,"CHN",1392730000
2020-01-22,"China","Xinjiang",0,0,0,"CHN",1392730000
2020-01-22,"China","Yunnan",1,0,0,"CHN",1392730000
2020-01-22,"China","Zhejiang",10,0,0,"CHN",1392730000
2020-01-22,"Japan","",2,0,0,"JPN",126529100
2020-01-22,"South Korea","",1,0,0,"KOR",51635256
2020-01-22,"Taiwan","Taiwan",1,0,0,"TWN",NA
2020-01-22,"Thailand","",2,0,0,"THA",69428524
2020-01-22,"US","Washington",1,0,0,"USA",327167434
2020-01-23,"Australia","",0,0,0,"AUS",24992369
2020-01-23,"Brazil","",0,0,0,"BRA",209469333
2020-01-23,"China","Anhui",9,0,0,"CHN",1392730000
2020-01-23,"China","Beijing",22,0,0,"CHN",1392730000
2020-01-23,"China","Chongqing",9,0,0,"CHN",1392730000
2020-01-23,"China","Fujian",5,0,0,"CHN",1392730000
2020-01-23,"China","Gansu",2,0,0,"CHN",1392730000
2020-01-23,"China","Guangdong",32,0,2,"CHN",1392730000
2020-01-23,"China","Guangxi",5,0,0,"CHN",1392730000
2020-01-23,"China","Guizhou",3,0,0,"CHN",1392730000
2020-01-23,"China","Hainan",5,0,0,"CHN",1392730000
2020-01-23,"China","Hebei",1,1,0,"CHN",1392730000
2020-01-23,"China","Heilongjiang",2,0,0,"CHN",1392730000
2020-01-23,"China","Henan",5,0,0,"CHN",1392730000
2020-01-23,"China","Hong Kong",2,0,0,"CHN",1392730000
2020-01-23,"China","Hubei",444,17,28,"CHN",1392730000
2020-01-23,"China","Hunan",9,0,0,"CHN",1392730000
2020-01-23,"China","Inner Mongolia",0,0,0,"CHN",1392730000
2020-01-23,"China","Jiangsu",5,0,0,"CHN",1392730000
2020-01-23,"China","Jiangxi",7,0,0,"CHN",1392730000
2020-01-23,"China","Jilin",1,0,0,"CHN",1392730000
2020-01-23,"China","Liaoning",3,0,0,"CHN",1392730000
2020-01-23,"China","Macau",2,0,0,"CHN",1392730000
2020-01-23,"China","Ningxia",1,0,0,"CHN",1392730000
2020-01-23,"China","Qinghai",0,0,0,"CHN",1392730000
2020-01-23,"China","Shaanxi",3,0,0,"CHN",1392730000
2020-01-23,"China","Shandong",6,0,0,"CHN",1392730000
2020-01-23,"China","Shanghai",16,0,0,"CHN",1392730000
2020-01-23,"China","Shanxi",1,0,0,"CHN",1392730000
2020-01-23,"China","Sichuan",8,0,0,"CHN",1392730000
2020-01-23,"China","Tianjin",4,0,0,"CHN",1392730000
2020-01-23,"China","Tibet",0,0,0,"CHN",1392730000
2020-01-23,"China","Xinjiang",2,0,0,"CHN",1392730000
2020-01-23,"China","Yunnan",2,0,0,"CHN",1392730000
2020-01-23,"China","Zhejiang",27,0,0,"CHN",1392730000
2020-01-23,"Colombia","",0,0,0,"COL",49648685
2020-01-23,"Japan","",1,0,0,"JPN",126529100
2020-01-23,"Malaysia","",0,0,0,"MYS",31528585
2020-01-23,"Mexico","",0,0,0,"MEX",126190788
2020-01-23,"Philippines","",0,0,0,"PHL",106651922
2020-01-23,"Singapore","",1,0,0,"SGP",5638676
2020-01-23,"South Korea","",1,0,0,"KOR",51635256
2020-01-23,"Taiwan","Taiwan",1,0,0,"TWN",NA
2020-01-23,"Thailand","",3,0,0,"THA",69428524
2020-01-23,"US","Washington",1,0,0,"USA",327167434
2020-01-23,"Vietnam","",2,0,0,"VNM",95540395
2020-01-24,"China","Anhui",15,0,0,"CHN",1392730000
2020-01-24,"China","Beijing",36,0,1,"CHN",1392730000
2020-01-24,"China","Chongqing",27,0,0,"CHN",1392730000
2020-01-24,"China","Fujian",10,0,0,"CHN",1392730000
2020-01-24,"China","Gansu",2,0,0,"CHN",1392730000
2020-01-24,"China","Guangdong",53,0,2,"CHN",1392730000
2020-01-24,"China","Guangxi",23,0,0,"CHN",1392730000
2020-01-24,"China","Guizhou",3,0,0,"CHN",1392730000
2020-01-24,"China","Hainan",8,0,0,"CHN",1392730000
2020-01-24,"China","Hebei",2,1,0,"CHN",1392730000
2020-01-24,"China","Heilongjiang",4,1,0,"CHN",1392730000
2020-01-24,"China","Henan",9,0,0,"CHN",1392730000
2020-01-24,"China","Hong Kong",2,0,0,"CHN",1392730000
2020-01-24,"China","Hubei",549,24,31,"CHN",1392730000
2020-01-24,"China","Hunan",24,0,0,"CHN",1392730000
2020-01-24,"China","Inner Mongolia",1,0,0,"CHN",1392730000
2020-01-24,"China","Jiangsu",9,0,0,"CHN",1392730000
2020-01-24,"China","Jiangxi",18,0,0,"CHN",1392730000
2020-01-24,"China","Jilin",3,0,0,"CHN",1392730000
2020-01-24,"China","Liaoning",4,0,0,"CHN",1392730000
2020-01-24,"China","Macau",2,0,0,"CHN",1392730000
2020-01-24,"China","Ningxia",2,0,0,"CHN",1392730000
2020-01-24,"China","Qinghai",0,0,0,"CHN",1392730000
2020-01-24,"China","Shaanxi",5,0,0,"CHN",1392730000
2020-01-24,"China","Shandong",15,0,0,"CHN",1392730000
2020-01-24,"China","Shanghai",20,0,1,"CHN",1392730000
2020-01-24,"China","Shanxi",1,0,0,"CHN",1392730000
2020-01-24,"China","Sichuan",15,0,0,"CHN",1392730000
2020-01-24,"China","Tianjin",8,0,0,"CHN",1392730000
2020-01-24,"China","Xinjiang",2,0,0,"CHN",1392730000
2020-01-24,"China","Yunnan",5,0,0,"CHN",1392730000
2020-01-24,"China","Zhejiang",43,0,1,"CHN",1392730000
2020-01-24,"France","",2,0,0,"FRA",66987244
2020-01-24,"Japan","",2,0,0,"JPN",126529100
2020-01-24,"Singapore","",3,0,0,"SGP",5638676
2020-01-24,"South Korea","",2,0,0,"KOR",51635256
2020-01-24,"Taiwan","Taiwan",3,0,0,"TWN",NA
2020-01-24,"Thailand","",5,0,0,"THA",69428524
2020-01-24,"US","Washington",1,0,0,"USA",327167434
2020-01-24,"US","Chicago",1,0,0,"USA",327167434
2020-01-24,"Vietnam","",2,0,0,"VNM",95540395
2020-01-25,"Australia","",4,0,0,"AUS",24992369
2020-01-25,"China","Anhui",39,0,0,"CHN",1392730000
2020-01-25,"China","Beijing",41,0,2,"CHN",1392730000
2020-01-25,"China","Chongqing",57,0,0,"CHN",1392730000
2020-01-25,"China","Fujian",18,0,0,"CHN",1392730000
2020-01-25,"China","Gansu",4,0,0,"CHN",1392730000
2020-01-25,"China","Guangdong",78,0,2,"CHN",1392730000
2020-01-25,"China","Guangxi",23,0,0,"CHN",1392730000
2020-01-25,"China","Guizhou",4,0,0,"CHN",1392730000
2020-01-25,"China","Hainan",19,0,0,"CHN",1392730000
2020-01-25,"China","Hebei",8,1,0,"CHN",1392730000
2020-01-25,"China","Heilongjiang",9,1,0,"CHN",1392730000
2020-01-25,"China","Henan",32,0,0,"CHN",1392730000
2020-01-25,"China","Hong Kong",5,0,0,"CHN",1392730000
2020-01-25,"China","Hubei",761,40,32,"CHN",1392730000
2020-01-25,"China","Hunan",43,0,0,"CHN",1392730000
2020-01-25,"China","Inner Mongolia",7,0,0,"CHN",1392730000
2020-01-25,"China","Jiangsu",18,0,1,"CHN",1392730000
2020-01-25,"China","Jiangxi",18,0,0,"CHN",1392730000
2020-01-25,"China","Jilin",4,0,0,"CHN",1392730000
2020-01-25,"China","Liaoning",17,0,0,"CHN",1392730000
2020-01-25,"China","Macau",2,0,0,"CHN",1392730000
2020-01-25,"China","Ningxia",3,0,0,"CHN",1392730000
2020-01-25,"China","Qinghai",1,0,0,"CHN",1392730000
2020-01-25,"China","Shaanxi",15,0,0,"CHN",1392730000
2020-01-25,"China","Shandong",27,0,0,"CHN",1392730000
2020-01-25,"China","Shanghai",33,0,1,"CHN",1392730000
2020-01-25,"China","Shanxi",6,0,0,"CHN",1392730000
2020-01-25,"China","Sichuan",28,0,0,"CHN",1392730000
2020-01-25,"China","Tianjin",10,0,0,"CHN",1392730000
2020-01-25,"China","Xinjiang",3,0,0,"CHN",1392730000
2020-01-25,"China","Yunnan",11,0,0,"CHN",1392730000
2020-01-25,"China","Zhejiang",62,0,1,"CHN",1392730000
2020-01-25,"France","",3,0,0,"FRA",66987244
2020-01-25,"Japan","",2,0,0,"JPN",126529100
2020-01-25,"Malaysia","",3,0,0,"MYS",31528585
2020-01-25,"Nepal","",1,0,0,"NPL",28087871
2020-01-25,"Singapore","",3,0,0,"SGP",5638676
2020-01-25,"South Korea","",2,0,0,"KOR",51635256
2020-01-25,"Taiwan","Taiwan",3,0,0,"TWN",NA
2020-01-25,"Thailand","",7,0,0,"THA",69428524
2020-01-25,"US","Washington",1,0,0,"USA",327167434
2020-01-25,"US","Illinois",1,0,0,"USA",327167434
2020-01-25,"Vietnam","",2,0,0,"VNM",95540395
2020-01-26,"Australia","",4,0,0,"AUS",24992369
2020-01-26,"Canada","Ontario",1,0,0,"CAN",37058856
2020-01-26,"China","Anhui",60,0,0,"CHN",1392730000
2020-01-26,"China","Beijing",68,0,2,"CHN",1392730000
2020-01-26,"China","Chongqing",75,0,0,"CHN",1392730000
2020-01-26,"China","Fujian",35,0,0,"CHN",1392730000
2020-01-26,"China","Gansu",7,0,0,"CHN",1392730000
2020-01-26,"China","Guangdong",111,0,2,"CHN",1392730000
2020-01-26,"China","Guangxi",36,0,0,"CHN",1392730000
2020-01-26,"China","Guizhou",5,0,0,"CHN",1392730000
2020-01-26,"China","Hainan",22,0,0,"CHN",1392730000
2020-01-26,"China","Hebei",13,1,0,"CHN",1392730000
2020-01-26,"China","Heilongjiang",15,1,0,"CHN",1392730000
2020-01-26,"China","Henan",83,1,0,"CHN",1392730000
2020-01-26,"China","Hong Kong",8,0,0,"CHN",1392730000
2020-01-26,"China","Hubei",1058,52,42,"CHN",1392730000
2020-01-26,"China","Hunan",69,0,0,"CHN",1392730000
2020-01-26,"China","Inner Mongolia",7,0,0,"CHN",1392730000
2020-01-26,"China","Jiangsu",33,0,1,"CHN",1392730000
2020-01-26,"China","Jiangxi",36,0,0,"CHN",1392730000
2020-01-26,"China","Jilin",4,0,0,"CHN",1392730000
2020-01-26,"China","Liaoning",21,0,0,"CHN",1392730000
2020-01-26,"China","Macau",5,0,0,"CHN",1392730000
2020-01-26,"China","Ningxia",4,0,0,"CHN",1392730000
2020-01-26,"China","Qinghai",1,0,0,"CHN",1392730000
2020-01-26,"China","Shaanxi",22,0,0,"CHN",1392730000
2020-01-26,"China","Shandong",46,0,0,"CHN",1392730000
2020-01-26,"China","Shanghai",40,1,1,"CHN",1392730000
2020-01-26,"China","Shanxi",9,0,0,"CHN",1392730000
2020-01-26,"China","Sichuan",44,0,0,"CHN",1392730000
2020-01-26,"China","Tianjin",14,0,0,"CHN",1392730000
2020-01-26,"China","Xinjiang",4,0,0,"CHN",1392730000
2020-01-26,"China","Yunnan",16,0,0,"CHN",1392730000
2020-01-26,"China","Zhejiang",104,0,1,"CHN",1392730000
2020-01-26,"France","",3,0,0,"FRA",66987244
2020-01-26,"Japan","",4,0,1,"JPN",126529100
2020-01-26,"Malaysia","",4,0,0,"MYS",31528585
2020-01-26,"Nepal","",1,0,0,"NPL",28087871
2020-01-26,"Singapore","",4,0,0,"SGP",5638676
2020-01-26,"South Korea","",3,0,0,"KOR",51635256
2020-01-26,"Taiwan","Taiwan",4,0,0,"TWN",NA
2020-01-26,"Thailand","",8,0,2,"THA",69428524
2020-01-26,"US","Washington",1,0,0,"USA",327167434
2020-01-26,"US","Illinois",1,0,0,"USA",327167434
2020-01-26,"US","Arizona",1,0,0,"USA",327167434
2020-01-26,"US","California",2,0,0,"USA",327167434
2020-01-26,"Vietnam","",2,0,0,"VNM",95540395
2020-01-27,"Australia","New South Wales",4,0,0,"AUS",24992369
2020-01-27,"Australia","Victoria",1,0,0,"AUS",24992369
2020-01-27,"Cambodia","",1,0,0,"KHM",16249798
2020-01-27,"Canada","Ontario",1,0,0,"CAN",37058856
2020-01-27,"China","Anhui",70,0,0,"CHN",1392730000
2020-01-27,"China","Beijing",80,1,2,"CHN",1392730000
2020-01-27,"China","Chongqing",110,0,0,"CHN",1392730000
2020-01-27,"China","Fujian",59,0,0,"CHN",1392730000
2020-01-27,"China","Gansu",14,0,0,"CHN",1392730000
2020-01-27,"China","Guangdong",151,0,4,"CHN",1392730000
2020-01-27,"China","Guangxi",46,0,0,"CHN",1392730000
2020-01-27,"China","Guizhou",7,0,0,"CHN",1392730000
2020-01-27,"China","Hainan",33,1,0,"CHN",1392730000
2020-01-27,"China","Hebei",18,1,0,"CHN",1392730000
2020-01-27,"China","Heilongjiang",21,1,0,"CHN",1392730000
2020-01-27,"China","Henan",128,1,0,"CHN",1392730000
2020-01-27,"China","Hong Kong",8,0,0,"CHN",1392730000
2020-01-27,"China","Hubei",1423,76,45,"CHN",1392730000
2020-01-27,"China","Hunan",100,0,0,"CHN",1392730000
2020-01-27,"China","Inner Mongolia",11,0,0,"CHN",1392730000
2020-01-27,"China","Jiangsu",47,0,1,"CHN",1392730000
2020-01-27,"China","Jiangxi",72,0,2,"CHN",1392730000
2020-01-27,"China","Jilin",6,0,0,"CHN",1392730000
2020-01-27,"China","Liaoning",27,0,0,"CHN",1392730000
2020-01-27,"China","Macau",6,0,0,"CHN",1392730000
2020-01-27,"China","Ningxia",7,0,0,"CHN",1392730000
2020-01-27,"China","Qinghai",6,0,0,"CHN",1392730000
2020-01-27,"China","Shaanxi",35,0,0,"CHN",1392730000
2020-01-27,"China","Shandong",75,0,0,"CHN",1392730000
2020-01-27,"China","Shanghai",53,1,3,"CHN",1392730000
2020-01-27,"China","Shanxi",13,0,0,"CHN",1392730000
2020-01-27,"China","Sichuan",69,0,0,"CHN",1392730000
2020-01-27,"China","Tianjin",23,0,0,"CHN",1392730000
2020-01-27,"China","Xinjiang",5,0,0,"CHN",1392730000
2020-01-27,"China","Yunnan",26,0,0,"CHN",1392730000
2020-01-27,"China","Zhejiang",128,0,1,"CHN",1392730000
2020-01-27,"France","",3,0,0,"FRA",66987244
2020-01-27,"Ivory Coast","",1,0,0,"CIV",25069229
2020-01-27,"Japan","",4,0,1,"JPN",126529100
2020-01-27,"Malaysia","",4,0,0,"MYS",31528585
2020-01-27,"Nepal","",1,0,0,"NPL",28087871
2020-01-27,"Singapore","",5,0,0,"SGP",5638676
2020-01-27,"South Korea","",4,0,0,"KOR",51635256
2020-01-27,"Sri Lanka","",1,0,0,"LKA",21670000
2020-01-27,"Taiwan","Taiwan",5,0,0,"TWN",NA
2020-01-27,"Thailand","",8,0,2,"THA",69428524
2020-01-27,"US","Washington",1,0,0,"USA",327167434
2020-01-27,"US","Illinois",1,0,0,"USA",327167434
2020-01-27,"US","Arizona",1,0,0,"USA",327167434
2020-01-27,"US","California",2,0,0,"USA",327167434
2020-01-27,"Vietnam","",2,0,0,"VNM",95540395
2020-01-28,"Australia","New South Wales",4,0,0,"AUS",24992369
2020-01-28,"Australia","Victoria",1,0,0,"AUS",24992369
2020-01-28,"Cambodia","",1,0,0,"KHM",16249798
2020-01-28,"Canada","Ontario",1,0,0,"CAN",37058856
2020-01-28,"Canada","British Columbia",1,0,0,"CAN",37058856
2020-01-28,"China","Anhui",106,0,0,"CHN",1392730000
2020-01-28,"China","Beijing",91,1,4,"CHN",1392730000
2020-01-28,"China","Chongqing",132,0,0,"CHN",1392730000
2020-01-28,"China","Fujian",80,0,0,"CHN",1392730000
2020-01-28,"China","Gansu",19,0,0,"CHN",1392730000
2020-01-28,"China","Guangdong",207,0,4,"CHN",1392730000
2020-01-28,"China","Guangxi",51,0,2,"CHN",1392730000
2020-01-28,"China","Guizhou",9,0,0,"CHN",1392730000
2020-01-28,"China","Hainan",40,1,0,"CHN",1392730000
2020-01-28,"China","Hebei",33,1,0,"CHN",1392730000
2020-01-28,"China","Heilongjiang",33,1,0,"CHN",1392730000
2020-01-28,"China","Henan",168,1,0,"CHN",1392730000
2020-01-28,"China","Hong Kong",8,0,0,"CHN",1392730000
2020-01-28,"China","Hubei",3554,125,80,"CHN",1392730000
2020-01-28,"China","Hunan",143,0,0,"CHN",1392730000
2020-01-28,"China","Inner Mongolia",15,0,0,"CHN",1392730000
2020-01-28,"China","Jiangsu",70,0,1,"CHN",1392730000
2020-01-28,"China","Jiangxi",109,0,3,"CHN",1392730000
2020-01-28,"China","Jilin",8,0,0,"CHN",1392730000
2020-01-28,"China","Liaoning",34,0,0,"CHN",1392730000
2020-01-28,"China","Macau",7,0,0,"CHN",1392730000
2020-01-28,"China","Ningxia",11,0,0,"CHN",1392730000
2020-01-28,"China","Qinghai",6,0,0,"CHN",1392730000
2020-01-28,"China","Shaanxi",46,0,0,"CHN",1392730000
2020-01-28,"China","Shandong",95,0,0,"CHN",1392730000
2020-01-28,"China","Shanghai",66,1,4,"CHN",1392730000
2020-01-28,"China","Shanxi",27,0,0,"CHN",1392730000
2020-01-28,"China","Sichuan",90,0,0,"CHN",1392730000
2020-01-28,"China","Tianjin",24,0,0,"CHN",1392730000
2020-01-28,"China","Xinjiang",10,0,0,"CHN",1392730000
2020-01-28,"China","Yunnan",44,0,0,"CHN",1392730000
2020-01-28,"China","Zhejiang",173,0,3,"CHN",1392730000
2020-01-28,"France","",4,0,0,"FRA",66987244
2020-01-28,"Germany","Bavaria",4,0,0,"DEU",82927922
2020-01-28,"Japan","",7,0,1,"JPN",126529100
2020-01-28,"Malaysia","",4,0,0,"MYS",31528585
2020-01-28,"Nepal","",1,0,0,"NPL",28087871
2020-01-28,"Singapore","",7,0,0,"SGP",5638676
2020-01-28,"South Korea","",4,0,0,"KOR",51635256
2020-01-28,"Sri Lanka","",1,0,0,"LKA",21670000
2020-01-28,"Taiwan","Taiwan",8,0,0,"TWN",NA
2020-01-28,"Thailand","",14,0,5,"THA",69428524
2020-01-28,"US","Washington",1,0,0,"USA",327167434
2020-01-28,"US","Illinois",1,0,0,"USA",327167434
2020-01-28,"US","Arizona",1,0,0,"USA",327167434
2020-01-28,"US","California",2,0,0,"USA",327167434
2020-01-28,"Vietnam","",2,0,0,"VNM",95540395
2020-01-29,"Australia","New South Wales",4,0,0,"AUS",24992369
2020-01-29,"Australia","Victoria",1,0,0,"AUS",24992369
2020-01-29,"Cambodia","",1,0,0,"KHM",16249798
2020-01-29,"Canada","Ontario",1,0,0,"CAN",37058856
2020-01-29,"Canada","British Columbia",1,0,0,"CAN",37058856
2020-01-29,"China","Anhui",152,0,2,"CHN",1392730000
2020-01-29,"China","Beijing",111,1,4,"CHN",1392730000
2020-01-29,"China","Chongqing",147,0,1,"CHN",1392730000
2020-01-29,"China","Fujian",84,0,0,"CHN",1392730000
2020-01-29,"China","Gansu",24,0,0,"CHN",1392730000
2020-01-29,"China","Guangdong",277,0,5,"CHN",1392730000
2020-01-29,"China","Guangxi",58,0,2,"CHN",1392730000
2020-01-29,"China","Guizhou",9,0,1,"CHN",1392730000
2020-01-29,"China","Hainan",43,1,0,"CHN",1392730000
2020-01-29,"China","Hebei",48,1,0,"CHN",1392730000
2020-01-29,"China","Heilongjiang",38,1,0,"CHN",1392730000
2020-01-29,"China","Henan",206,2,1,"CHN",1392730000
2020-01-29,"China","Hong Kong",10,0,0,"CHN",1392730000
2020-01-29,"China","Hubei",3554,125,88,"CHN",1392730000
2020-01-29,"China","Hunan",221,0,0,"CHN",1392730000
2020-01-29,"China","Inner Mongolia",16,0,0,"CHN",1392730000
2020-01-29,"China","Jiangsu",99,0,1,"CHN",1392730000
2020-01-29,"China","Jiangxi",109,0,3,"CHN",1392730000
2020-01-29,"China","Jilin",9,0,0,"CHN",1392730000
2020-01-29,"China","Liaoning",39,0,1,"CHN",1392730000
2020-01-29,"China","Macau",7,0,0,"CHN",1392730000
2020-01-29,"China","Ningxia",12,0,0,"CHN",1392730000
2020-01-29,"China","Qinghai",6,0,0,"CHN",1392730000
2020-01-29,"China","Shaanxi",56,0,0,"CHN",1392730000
2020-01-29,"China","Shandong",130,0,1,"CHN",1392730000
2020-01-29,"China","Shanghai",96,1,5,"CHN",1392730000
2020-01-29,"China","Shanxi",27,0,1,"CHN",1392730000
2020-01-29,"China","Sichuan",108,1,1,"CHN",1392730000
2020-01-29,"China","Tianjin",27,0,0,"CHN",1392730000
2020-01-29,"China","Xinjiang",13,0,0,"CHN",1392730000
2020-01-29,"China","Yunnan",55,0,0,"CHN",1392730000
2020-01-29,"China","Zhejiang",296,0,3,"CHN",1392730000
2020-01-29,"Finland","",1,0,0,"FIN",5518050
2020-01-29,"France","",5,0,0,"FRA",66987244
2020-01-29,"Germany","Bavaria",4,0,0,"DEU",82927922
2020-01-29,"Japan","",7,0,1,"JPN",126529100
2020-01-29,"Malaysia","",7,0,0,"MYS",31528585
2020-01-29,"Nepal","",1,0,0,"NPL",28087871
2020-01-29,"Singapore","",7,0,0,"SGP",5638676
2020-01-29,"South Korea","",4,0,0,"KOR",51635256
2020-01-29,"Sri Lanka","",1,0,0,"LKA",21670000
2020-01-29,"Taiwan","Taiwan",8,0,0,"TWN",NA
2020-01-29,"Thailand","",14,0,5,"THA",69428524
2020-01-29,"United Arab Emirates","",4,0,0,"ARE",9630959
2020-01-29,"US","Washington",1,0,0,"USA",327167434
2020-01-29,"US","Illinois",1,0,0,"USA",327167434
2020-01-29,"US","Arizona",1,0,0,"USA",327167434
2020-01-29,"US","California",2,0,0,"USA",327167434
2020-01-29,"Vietnam","",2,0,0,"VNM",95540395
2020-01-30,"Australia","New South Wales",4,0,2,"AUS",24992369
2020-01-30,"Australia","Victoria",2,0,0,"AUS",24992369
2020-01-30,"Australia","Queensland",3,0,0,"AUS",24992369
2020-01-30,"Cambodia","",1,0,0,"KHM",16249798
2020-01-30,"Canada","Ontario",2,0,0,"CAN",37058856
2020-01-30,"Canada","British Columbia",1,0,0,"CAN",37058856
2020-01-30,"China","Anhui",200,0,2,"CHN",1392730000
2020-01-30,"China","Beijing",114,1,4,"CHN",1392730000
2020-01-30,"China","Chongqing",182,0,1,"CHN",1392730000
2020-01-30,"China","Fujian",101,0,0,"CHN",1392730000
2020-01-30,"China","Gansu",26,0,0,"CHN",1392730000
2020-01-30,"China","Guangdong",354,0,10,"CHN",1392730000
2020-01-30,"China","Guangxi",78,0,2,"CHN",1392730000
2020-01-30,"China","Guizhou",12,0,1,"CHN",1392730000
2020-01-30,"China","Hainan",46,1,1,"CHN",1392730000
2020-01-30,"China","Hebei",65,1,0,"CHN",1392730000
2020-01-30,"China","Heilongjiang",44,2,0,"CHN",1392730000
2020-01-30,"China","Henan",278,2,2,"CHN",1392730000
2020-01-30,"China","Hong Kong",10,0,0,"CHN",1392730000
2020-01-30,"China","Hubei",4903,162,90,"CHN",1392730000
2020-01-30,"China","Hunan",277,0,2,"CHN",1392730000
2020-01-30,"China","Inner Mongolia",19,0,0,"CHN",1392730000
2020-01-30,"China","Jiangsu",129,0,1,"CHN",1392730000
2020-01-30,"China","Jiangxi",162,0,5,"CHN",1392730000
2020-01-30,"China","Jilin",14,0,1,"CHN",1392730000
2020-01-30,"China","Liaoning",41,0,1,"CHN",1392730000
2020-01-30,"China","Macau",7,0,0,"CHN",1392730000
2020-01-30,"China","Ningxia",17,0,0,"CHN",1392730000
2020-01-30,"China","Qinghai",8,0,0,"CHN",1392730000
2020-01-30,"China","Shaanxi",63,0,0,"CHN",1392730000
2020-01-30,"China","Shandong",158,0,1,"CHN",1392730000
2020-01-30,"China","Shanghai",112,1,5,"CHN",1392730000
2020-01-30,"China","Shanxi",35,0,1,"CHN",1392730000
2020-01-30,"China","Sichuan",142,1,1,"CHN",1392730000
2020-01-30,"China","Tianjin",31,0,0,"CHN",1392730000
2020-01-30,"China","Tibet",1,0,0,"CHN",1392730000
2020-01-30,"China","Xinjiang",14,0,0,"CHN",1392730000
2020-01-30,"China","Yunnan",70,0,0,"CHN",1392730000
2020-01-30,"China","Zhejiang",428,0,4,"CHN",1392730000
2020-01-30,"Finland","",1,0,0,"FIN",5518050
2020-01-30,"France","",5,0,0,"FRA",66987244
2020-01-30,"Germany","Bavaria",4,0,0,"DEU",82927922
2020-01-30,"India","",1,0,0,"IND",1352617328
2020-01-30,"Japan","",11,0,1,"JPN",126529100
2020-01-30,"Malaysia","",8,0,0,"MYS",31528585
2020-01-30,"Nepal","",1,0,0,"NPL",28087871
2020-01-30,"Philippines","",1,0,0,"PHL",106651922
2020-01-30,"Singapore","",10,0,0,"SGP",5638676
2020-01-30,"South Korea","",4,0,0,"KOR",51635256
2020-01-30,"Sri Lanka","",1,0,0,"LKA",21670000
2020-01-30,"Taiwan","Taiwan",9,0,0,"TWN",NA
2020-01-30,"Thailand","",14,0,5,"THA",69428524
2020-01-30,"United Arab Emirates","",4,0,0,"ARE",9630959
2020-01-30,"US","Washington",1,0,0,"USA",327167434
2020-01-30,"US","Illinois",1,0,0,"USA",327167434
2020-01-30,"US","Arizona",1,0,0,"USA",327167434
2020-01-30,"US","California",2,0,0,"USA",327167434
2020-01-30,"Vietnam","",2,0,0,"VNM",95540395
2020-01-31,"Australia","New South Wales",4,0,2,"AUS",24992369
2020-01-31,"Australia","Victoria",3,0,0,"AUS",24992369
2020-01-31,"Australia","Queensland",2,0,0,"AUS",24992369
2020-01-31,"Cambodia","",1,0,0,"KHM",16249798
2020-01-31,"Canada","Ontario",2,0,0,"CAN",37058856
2020-01-31,"Canada","British Columbia",1,0,0,"CAN",37058856
2020-01-31,"China","Anhui",237,0,3,"CHN",1392730000
2020-01-31,"China","Beijing",139,1,5,"CHN",1392730000
2020-01-31,"China","Chongqing",211,0,1,"CHN",1392730000
2020-01-31,"China","Fujian",120,0,0,"CHN",1392730000
2020-01-31,"China","Gansu",29,0,0,"CHN",1392730000
2020-01-31,"China","Guangdong",436,0,11,"CHN",1392730000
2020-01-31,"China","Guangxi",87,0,2,"CHN",1392730000
2020-01-31,"China","Guizhou",29,0,2,"CHN",1392730000
2020-01-31,"China","Hainan",52,1,1,"CHN",1392730000
2020-01-31,"China","Hebei",82,1,0,"CHN",1392730000
2020-01-31,"China","Heilongjiang",59,2,0,"CHN",1392730000
